target,feature,n_group_0,n_group_1,mean_group_0,mean_group_1,median_group_0,median_group_1,std_group_0,std_group_1,mean_difference,median_difference,t_stat,p_value,cohen_d,effect_magnitude,direction,p_fdr,significant_fdr
remember,delta_temporal,9507,11560,2.6817562734363976,2.325400099895878,1.2968194426731154,1.2068009220467621,8.997691230240429,6.243066590476768,-0.3563561735405196,-0.0900185206263533,-3.2684585689494057,0.0010835745515582805,-0.0468236166143879,negligible,negative,0.005516379535205792,True
remember,alpha_beta_central_ratio,9507,11560,6.4593573339939105,6.177575086926911,4.171528609951062,4.043662216700944,6.844442704567614,6.558266686217972,-0.2817822470669995,-0.12786639325011784,-3.0300512495026757,0.0024482557392684528,-0.04212668411850349,negligible,negative,0.011425193449919447,True
remember,alpha_central,9507,11560,1.3431986586161866,1.2654070071451482,0.5992435480603788,0.5761706417334798,1.961672084456398,1.81419796894205,-0.07779165147103839,-0.023072906326899068,-2.962579689763423,0.0030543896486902537,-0.04133061655750853,negligible,negative,0.013157370794358017,True
remember,delta_parietal,9507,11560,3.200947119862368,2.9758608215996496,1.7804111190585772,1.697036296623632,6.09183047116702,5.98929563906291,-0.2250862982627182,-0.0833748224349451,-2.689034883202819,0.007171788116197802,-0.037291984916680225,negligible,negative,0.02868715246479121,True
remember,gamma_central,9507,11560,0.05737159314612839,0.06288186827399256,0.0430811727662515,0.045151355753615854,0.11149983589905464,0.18648937149592196,0.005510275127864166,0.0020701829873643537,2.6523013761347496,0.008001036783999712,0.035065175031270567,negligible,positive,0.029870537326932255,True
remember,delta_theta_ratio,9507,11560,3.0825114222828605,2.6613400544794645,1.6150505163227027,1.6218225774103228,16.396626848143217,4.505480516274426,-0.4211713678033959,0.006772061087620074,-2.430212920408314,0.015106301548159957,-0.036594210372192994,negligible,negative,0.052872055418559855,False
remember,beta_rel,9507,11560,0.06626881182984083,0.06773881410615472,0.0565909960742771,0.05811880329929265,0.0451541337427152,0.045360066564833906,0.0014700022763138865,0.001527807225015547,2.3465282493862376,0.01895878101741441,0.03247385769623803,negligible,positive,0.062452455116188646,False
remember,gamma_temporal,9507,11560,0.1855789786087692,0.19704913766575075,0.0643587197012619,0.0615050410498025,0.3414914570540223,0.3869025239843597,0.011470159056981538,-0.0028536786514594056,2.28420148155177,0.022369644005750214,0.03124481183563948,negligible,positive,0.06959444801788955,False
remember,delta_central,9507,11560,1.6560706411254236,1.5709950993848614,1.0487553216132586,1.0199677364679234,2.796658887727461,2.624735705986044,-0.0850755417405622,-0.028787585145335193,-2.258749633634505,0.02390982500124634,-0.03146664934624311,negligible,negative,0.07047106316156816,False
remember,beta_central,9507,11560,0.19978616064808805,0.20598637921669238,0.1702946564299725,0.16535726602589024,0.18674903564687712,0.2226104518891934,0.006200218568604338,-0.004937390404082254,2.198276055622148,0.027940281310245216,0.02992424036662851,negligible,positive,0.07523562832804502,False
remember,delta_abs,9507,11560,4.198083973147984,3.8620918423696278,1.9099314380056256,1.8183703708665715,11.495413053732033,10.50292454395877,-0.3359921307783562,-0.0915610671390541,-2.1944705234648993,0.028213360623016884,-0.03065080179138873,negligible,negative,0.07523562832804502,False
remember,gamma_abs,9507,11560,0.14206567587849137,0.14819820907852516,0.1074106879305192,0.10701114982444726,0.19143806865961677,0.2327041224461837,0.006132533200033791,-0.00039953810607193385,2.0986005125686136,0.035864006471527946,0.028514843552845504,negligible,positive,0.09129019829116204,False
remember,alpha_beta_occipital_ratio,9507,11560,8.898274175576917,8.597104807596136,5.048535134322637,4.74966380787717,11.442162467414814,11.792807369602064,-0.30116936798078164,-0.2988713264454672,-1.874942880793618,0.06081478607435226,-0.025882817778530676,negligible,negative,0.14807078348537941,False
remember,alpha_rel,9507,11560,0.23032461614830269,0.23375556267848538,0.2039003167962983,0.2060719655008904,0.1343391902255121,0.13640361932587927,0.0034309465301826936,0.002171648704592105,1.8318783826112772,0.06698411433182173,0.025325142984742754,negligible,positive,0.1534755902104805,False
remember,alpha_temporal,9507,11560,1.4028677278763984,1.3520911059344665,0.70470083504721,0.6862104771760863,2.0706954343668755,1.9409925020024505,-0.05077662194193189,-0.01849035787112374,-1.8216984226425177,0.06851588848682165,-0.025381141474502277,negligible,negative,0.1534755902104805,False
remember,alpha_beta_frontal_ratio,9507,11560,4.02220049274869,3.9078841853841766,2.5317602359689424,2.5664422666351534,4.718530634077366,4.4033206355828165,-0.11431630736451304,0.034682030666211006,-1.803181899278317,0.07137493247658193,-0.02513401454537794,negligible,negative,0.15373062379571492,False
remember,beta_occipital,9507,11560,0.4628800058935945,0.47534225768322813,0.335280621109977,0.33358760219001976,0.5260478956427463,0.5446441125647465,0.012462251789633616,-0.001693018919957212,1.6839604031003736,0.09220452218614848,0.023236075588375246,negligible,positive,0.19123900897867832,False
remember,beta_frontoparietal_ratio,9507,11560,1.6236271625350625,1.5772510551834011,0.9479668096228696,0.9465636059756943,2.0430333467900095,2.027634965611246,-0.04637610735166131,-0.0014032036471752773,-1.6451092583573175,0.09996281905759442,-0.022793742218621113,negligible,negative,0.19992563811518885,False
remember,delta_frontoparietal_diff,9507,11560,1.7471335006105284,1.496950922000221,-2.5551429365208725e-05,-2.5175666148426434e-05,11.755065371790545,10.640917043015214,-0.25018257861030735,3.7576321678229024e-07,-1.6039446089643048,0.10874254742375354,-0.022422853133469367,negligible,negative,0.2099856088182827,False
remember,theta_occipital,9507,11560,3.2674976529710515,3.1310560990293297,1.3671297725530325,1.3192943328286646,6.43238937576803,6.175351687061482,-0.13644155394172186,-0.04783543972436788,-1.5598673892071604,0.11880708317502604,-0.021682702746109693,negligible,negative,0.22177322192671528,False
remember,beta_temporal,9507,11560,0.3781821408178008,0.3884181573726616,0.2409924448383419,0.2255824357434895,0.4679243632953807,0.5078812166953359,0.010236016554860783,-0.015410009094852406,1.5200932696292935,0.1285027390861878,0.020879038033935086,negligible,positive,0.22635509418268404,False
remember,alpha_beta_ratio,9507,11560,5.0148825026163415,4.913304001378668,3.438350242407703,3.4623069731326686,4.891791284611813,4.76981090360805,-0.10157850123767354,0.023956730724965514,-1.516749149407136,0.12934576810439088,-0.02105149730950098,negligible,negative,0.22635509418268404,False
remember,theta_alpha_temporal_ratio,9507,11560,1.786948222383454,1.7465278061773086,1.220153089976174,1.1607606444255565,1.9528761592807637,1.9757916466978709,-0.04042041620614545,-0.05939244555061762,-1.4870459600467674,0.13701814785910477,-0.020565124550922104,negligible,negative,0.23251564485181414,False
