target,feature,n_subjects,mean_subject_effect,median_subject_effect,subject_std,positive_fraction,negative_fraction,directional_consistency,subject_t_stat,subject_p_value,subject_p_fdr
correct,theta_occipital,17,0.20074215225493264,0.07074654551344861,1.4790329823402106,0.7058823529411765,0.29411764705882354,0.7058823529411765,0.5596096281445362,0.5834956190290689,0.907659851822996
correct,alpha_occipital,17,-0.14980235312218923,-0.0011498063010293436,1.351184337673139,0.4117647058823529,0.5882352941176471,0.5882352941176471,-0.45711817970930024,0.6537313895435444,0.9144985894062537
correct,beta_occipital,17,0.03560678555794718,0.022144842658289754,0.09880621378508718,0.5882352941176471,0.4117647058823529,0.5882352941176471,1.48584316937253,0.15675795785599686,0.7848264725604274
correct,gamma_occipital,17,-0.006882436135861736,-0.00048552829611377135,0.04121685977750351,0.35294117647058826,0.6470588235294118,0.6470588235294118,-0.6884806679332276,0.5010116525244411,0.9039029937744991
correct,delta_temporal,17,0.45136598203198136,0.1607258640870708,1.5960817346933043,0.6470588235294118,0.35294117647058826,0.6470588235294118,1.165998945590408,0.2607022786871847,0.7848264725604274
correct,theta_temporal,17,0.26837639501996857,0.04396118555020645,0.8125771000447088,0.7058823529411765,0.29411764705882354,0.7058823529411765,1.36177136179316,0.19213763483901572,0.7848264725604274
correct,alpha_temporal,17,-0.03373179932239735,0.015079932844180077,0.4135355564875517,0.5882352941176471,0.4117647058823529,0.5882352941176471,-0.3363187744475586,0.7410009208804864,0.9772986601329069
correct,beta_temporal,17,-0.0011560387676369651,1.6203358701887997e-05,0.049803812881146776,0.5294117647058824,0.47058823529411764,0.5294117647058824,-0.09570492037729957,0.924943374768644,0.9772986601329069
correct,gamma_temporal,17,-0.037948095158665145,-0.00011267424825139871,0.10421901044589475,0.4117647058823529,0.5882352941176471,0.5882352941176471,-1.5013000407578692,0.15275422032755312,0.7848264725604274
correct,theta_alpha_frontal_ratio,17,0.14978145631508694,0.1261736812501093,0.5371371526280383,0.5882352941176471,0.4117647058823529,0.5882352941176471,1.1497338475366976,0.26714962059575803,0.7848264725604274
correct,alpha_beta_frontal_ratio,17,-0.059069925382328636,0.1714939700273852,1.393744313378072,0.5882352941176471,0.4117647058823529,0.5882352941176471,-0.17474621371432852,0.8634711720495969,0.9772986601329069
correct,theta_alpha_central_ratio,17,0.01792167437900393,0.024681923099756697,0.29611519406358516,0.6470588235294118,0.35294117647058826,0.6470588235294118,0.24954125264065946,0.8061175369529331,0.9772986601329069
correct,alpha_beta_central_ratio,17,0.6256085460161055,0.4566075897730464,2.044542133438048,0.7647058823529411,0.23529411764705882,0.7647058823529411,1.2616272725942577,0.2251664872432199,0.7848264725604274
correct,theta_alpha_parietal_ratio,17,0.07074385604185603,0.04798546111587454,0.29681753614459044,0.5882352941176471,0.4117647058823529,0.5882352941176471,0.9827060577781114,0.34037959789331446,0.8065461587282485
correct,alpha_beta_parietal_ratio,17,0.18192475754025517,0.21465037311229462,1.3035056137905308,0.5882352941176471,0.4117647058823529,0.5882352941176471,0.5754443888217062,0.572995513105602,0.907659851822996
correct,theta_alpha_occipital_ratio,17,0.22496881147837666,0.08615519840702457,0.4921412575499967,0.5882352941176471,0.4117647058823529,0.5882352941176471,1.8847640956027378,0.07775913869898082,0.7848264725604274
correct,alpha_beta_occipital_ratio,17,-0.4267482977609402,0.20694280631814177,2.052166165337246,0.5294117647058824,0.47058823529411764,0.5294117647058824,-0.8574005053493016,0.4038839882191223,0.8109180284983672
correct,theta_alpha_temporal_ratio,17,0.049371976054846035,-0.022626007244463286,0.284933379985479,0.4117647058823529,0.5882352941176471,0.5882352941176471,0.7144332202494856,0.48525295007878533,0.9039029937744991
correct,alpha_beta_temporal_ratio,17,-0.027376641248404575,0.22546980628630564,1.1655747193078334,0.5882352941176471,0.4117647058823529,0.5882352941176471,-0.096842168650367,0.924054427402179,0.9772986601329069
correct,delta_frontoparietal_diff,17,0.31585976127835014,0.43687407978270854,2.8233251779665043,0.7058823529411765,0.29411764705882354,0.7058823529411765,0.4612728171719182,0.6508115447794375,0.9144985894062537
correct,delta_frontoparietal_ratio,17,-0.01042858584377199,0.07343813366262597,0.19404378574166367,0.6470588235294118,0.35294117647058826,0.6470588235294118,-0.221589992152275,0.8274364622097491,0.9772986601329069
correct,theta_frontoparietal_diff,17,0.0286995713048234,-6.144273416409806e-05,0.5046618303590499,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.23447654801938114,0.8175892172667871,0.9772986601329069
correct,theta_frontoparietal_ratio,17,-0.032026478769395676,-0.01167085802650858,0.07994438102997986,0.47058823529411764,0.5294117647058824,0.5294117647058824,-1.6517552963891295,0.11807116346613983,0.7848264725604274
correct,alpha_frontoparietal_diff,17,-0.15344128868001855,-3.436113435191805e-05,0.7642260565023742,0.47058823529411764,0.5294117647058824,0.5294117647058824,-0.8278370453031556,0.4199396933295116,0.8109180284983672
correct,alpha_frontoparietal_ratio,17,-0.032629298605922535,-0.03437183906357605,0.06882118570370449,0.29411764705882354,0.7058823529411765,0.7058823529411765,-1.9548347397158548,0.0683045737082476,0.7848264725604274
correct,beta_frontoparietal_diff,17,-0.014057929880690458,-0.004243149545775975,0.13332034552040498,0.35294117647058826,0.6470588235294118,0.6470588235294118,-0.4347598226614419,0.6695436101010072,0.9144985894062537
correct,beta_frontoparietal_ratio,17,-0.01122382773391984,-0.07462487040912258,0.378096063121299,0.35294117647058826,0.6470588235294118,0.6470588235294118,-0.12239489321485486,0.9041104337936131,0.9772986601329069
correct,gamma_frontoparietal_ratio,17,0.08562062817377468,-0.10809600988564982,1.1317991315870362,0.4117647058823529,0.5882352941176471,0.5882352941176471,0.31191302753271344,0.7591344645138733,0.9772986601329069
