targets_analyzed,features_analyzed,target_feature_rows,cv_folds,subjects,nan_numeric_values,inf_numeric_values,duplicate_target_feature,subject_train_test_overlap,constant_features_removed
2,60,120,5,23,0,0,0,0,3
