subject,session,run,source_file,duration,latency,letter,memory_cond,sample,task_role,trial,type,urevent,value
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,1257.05,772.0,+,7,772,fixate,1,show_cross,1.0,nonWM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,2083.518370925,W,7,2084,to_remember,1,show_letter,2.0,W
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,2443.9665490499997,L,7,2444,to_remember,1,show_letter,3.0,L
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,2804.1647284250002,D,7,2804,to_remember,1,show_letter,4.0,D
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,3164.61290655,J,7,3165,to_remember,1,show_letter,5.0,J
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.925,3525.086084525,C,7,3525,to_remember,1,show_letter,6.0,C
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,3885.509262775,F,7,3886,to_ignore,1,show_letter,7.0,gF
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,4245.682442275,V,7,4246,to_remember,1,show_letter,8.0,V
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,4606.130620399999,S,7,4606,to_remember,1,show_letter,9.0,S
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,766.875,4966.5787985,-,7,4967,work_memory,1,show_dash,10.0,WM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,5787.949646874999,S,7,5788,probe_target,1,show_letter,11.0,rS
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,6105.4480421,n/a,7,6105,remembered_correct,1,right_click,12.0,1
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,6205.472536525001,n/a,7,6205,feedback_correct,1,sound_beep,13.0,correct
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,6289.997109275,n/a,7,6290,indicate_ready,1,right_click,14.0,1
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,1257.075,6294.87208465,+,3,6295,fixate,2,show_cross,15.0,nonWM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,7606.41545545,D,3,7606,to_ignore,2,show_letter,16.0,gD
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,7966.863633575,B,3,7967,to_ignore,2,show_letter,17.0,gB
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.725,8327.286811799999,G,3,8327,to_ignore,2,show_letter,18.0,gG
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,8687.509991050001,J,3,8688,to_remember,2,show_letter,19.0,J
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,9047.958169174999,W,3,9048,to_ignore,2,show_letter,20.0,gW
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,9408.4063473,L,3,9408,to_remember,2,show_letter,21.0,L
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,9768.829525525,K,3,9769,to_ignore,2,show_letter,22.0,gK
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,10129.0277049,C,3,10129,to_remember,2,show_letter,23.0,C
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,569.95,10489.475883025,-,3,10489,work_memory,2,show_dash,24.0,WM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,251.425,11113.897726875,L,3,11114,probe_target,2,show_letter,25.0,rL
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,11358.796489049999,n/a,3,11359,remembered_correct,2,right_click,26.0,1
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,11458.84598335,n/a,3,11459,feedback_correct,2,sound_beep,27.0,correct
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,11556.545489525,n/a,3,11557,indicate_ready,2,right_click,28.0,1
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,1257.075,11562.29546045,+,7,11562,fixate,3,show_cross,29.0,nonWM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,12873.863831125,Q,7,12874,to_ignore,3,show_letter,30.0,gQ
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,13234.287009374999,P,7,13234,to_remember,3,show_letter,31.0,P
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,13594.485188749999,H,7,13594,to_remember,3,show_letter,32.0,H
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,13954.933366875,R,7,13955,to_remember,3,show_letter,33.0,R
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,14315.381544975,X,7,14315,to_remember,3,show_letter,34.0,X
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,14675.579724375,C,7,14676,to_remember,3,show_letter,35.0,C
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,15036.002902600001,S,7,15036,to_remember,3,show_letter,36.0,S
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.9,15396.501080475,V,7,15397,to_remember,3,show_letter,37.0,V
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,741.675,15756.899258825,-,7,15757,work_memory,3,show_dash,38.0,WM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.925,16553.045234725,Z,7,16553,probe_not_shown,3,show_letter,39.0,rZ
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,17389.91600475,n/a,7,17390,ignored_correct,3,left_click,40.0,255
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,17489.940499175,n/a,7,17490,feedback_correct,3,sound_beep,41.0,correct
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,17712.889372275,n/a,7,17713,indicate_ready,3,left_click,42.0,255
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,1257.325,17717.839347275,+,7,17718,fixate,4,show_cross,43.0,nonWM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,19029.382718075,M,7,19029,to_remember,4,show_letter,44.0,M
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,19389.830896175,Q,7,19390,to_ignore,4,show_letter,45.0,gQ
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,19750.279074299997,W,7,19750,to_remember,4,show_letter,46.0,W
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,20110.727252425,B,7,20111,to_remember,4,show_letter,47.0,B
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,20470.9254318,Z,7,20471,to_remember,4,show_letter,48.0,Z
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,306.0,20831.348610024997,D,7,20831,to_remember,4,show_letter,49.0,D
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.925,21191.821788025,R,7,21192,to_remember,4,show_letter,50.0,R
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,21552.244966275,L,7,21552,to_remember,4,show_letter,51.0,L
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,771.15,21912.443145650002,-,7,21912,work_memory,4,show_dash,52.0,WM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,22738.06397255,Y,7,22738,probe_not_shown,4,show_letter,53.0,rY
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,23117.8120531,n/a,7,23118,ignored_correct,4,left_click,54.0,255
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,23217.836547525,n/a,7,23218,feedback_correct,4,sound_beep,55.0,correct
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,23361.685820450002,n/a,7,23362,indicate_ready,4,left_click,56.0,255
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,1257.3,23366.460796299998,+,5,23366,fixate,5,show_cross,57.0,nonWM
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,24678.25416585,Q,5,24678,to_remember,5,show_letter,58.0,Q
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,25038.42734535,M,5,25038,to_remember,5,show_letter,59.0,M
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,25398.90052335,C,5,25399,to_ignore,5,show_letter,60.0,gC
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,25759.34870145,X,5,25759,to_ignore,5,show_letter,61.0,gX
sub-007,ses-01,run-2,sub-007_ses-01_task-WorkingMemory_run-2_eeg.set,305.725,26119.771879699998,S,5,26120,to_ignore,5,show_letter,62.0,gS
