subject,session,run,source_file,duration,latency,letter,memory_cond,sample,task_role,trial,type,urevent,value
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1257.05,1090.0,+,3,1090,fixate,1,show_cross,1.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,2401.54437145,C,3,2402,to_remember,1,show_letter,2.0,C
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,2761.96782465,V,3,2762,to_ignore,1,show_letter,3.0,gV
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,3122.1662788500003,W,3,3122,to_ignore,1,show_letter,4.0,gW
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,3482.6147319750003,H,3,3483,to_remember,1,show_letter,5.0,H
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,3843.063185075,N,3,3843,to_ignore,1,show_letter,6.0,gN
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,4203.5116382,X,3,4204,to_ignore,1,show_letter,7.0,gX
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,4563.6850925,R,3,4564,to_remember,1,show_letter,8.0,R
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,4924.133545625,M,3,4924,to_ignore,1,show_letter,9.0,gM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,561.425,5284.581998725001,-,3,5285,work_memory,1,show_dash,10.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,142.5,5900.479355575,R,3,5900,probe_target,1,show_letter,11.0,rR
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,6037.303768375,n/a,3,6037,remembered_correct,1,right_click,12.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,6137.328339125,n/a,3,6137,feedback_correct,1,sound_beep,13.0,correct
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,7724.8715261,n/a,3,7725,indicate_ready,1,right_click,14.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1257.075,7731.6964968,+,7,7732,fixate,2,show_cross,15.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,9043.240868249999,P,7,9043,to_ignore,2,show_letter,16.0,gP
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,9403.689321375,W,7,9404,to_remember,2,show_letter,17.0,W
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,9764.137774475,F,7,9764,to_remember,2,show_letter,18.0,F
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,10124.336228675002,S,7,10124,to_remember,2,show_letter,19.0,S
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,10484.784681775,Z,7,10485,to_remember,2,show_letter,20.0,Z
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,10845.2331349,T,7,10845,to_remember,2,show_letter,21.0,T
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.675,11205.681588025,K,7,11206,to_remember,2,show_letter,22.0,K
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,11565.855042325,Q,7,11566,to_remember,2,show_letter,23.0,Q
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,636.9,11926.303495425,-,7,11926,work_memory,2,show_dash,24.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,234.725,12617.700528275,L,7,12618,probe_not_shown,2,show_letter,25.0,rL
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,12846.924544525,n/a,7,12847,ignored_correct,2,left_click,26.0,255
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,12946.949115275002,n/a,7,12947,feedback_correct,2,sound_beep,27.0,correct
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,13407.247139874999,n/a,7,13407,indicate_ready,2,right_click,28.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1261.3,13413.822111675001,+,7,13414,fixate,3,show_cross,29.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,14729.616464875,Y,7,14730,to_remember,3,show_letter,30.0,Y
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,15090.064917975,D,7,15090,to_remember,3,show_letter,31.0,D
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,15450.5133711,Q,7,15451,to_remember,3,show_letter,32.0,Q
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,15810.711825275,V,7,15811,to_ignore,3,show_letter,33.0,gV
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,16171.135278499998,G,7,16171,to_remember,3,show_letter,34.0,G
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,16531.583731625,L,7,16532,to_remember,3,show_letter,35.0,L
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,16892.032184749998,F,7,16892,to_remember,3,show_letter,36.0,F
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,17252.230638925,S,7,17252,to_remember,3,show_letter,37.0,S
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,620.15,17612.67909205,-,7,17613,work_memory,3,show_dash,38.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,18287.326196775,G,7,18287,probe_target,3,show_letter,39.0,rG
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,18727.09930945,n/a,7,18727,remembered_correct,3,right_click,40.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,18827.1238802,n/a,7,18827,feedback_correct,3,sound_beep,41.0,correct
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,20368.517265225,n/a,7,20369,indicate_ready,3,right_click,42.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1257.075,20374.24224065,+,3,20374,fixate,4,show_cross,43.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,21685.7866121,P,3,21686,to_ignore,4,show_letter,44.0,gP
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,22046.2350652,X,3,22046,to_remember,4,show_letter,45.0,X
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,22406.433519399998,B,3,22406,to_ignore,4,show_letter,46.0,gB
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,22766.881972525,Z,3,22767,to_remember,4,show_letter,47.0,Z
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,23127.330425625,H,3,23127,to_ignore,4,show_letter,48.0,gH
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,23487.75387885,V,3,23488,to_ignore,4,show_letter,49.0,gV
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,23847.95233305,R,3,23848,to_ignore,4,show_letter,50.0,gR
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,24208.40078615,F,3,24208,to_remember,4,show_letter,51.0,F
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,695.625,24568.849239274998,-,3,24569,work_memory,4,show_dash,52.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,243.0,25318.9710201,Q,3,25319,probe_not_shown,4,show_letter,53.0,rQ
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,25556.49500075,n/a,3,25556,ignored_correct,4,left_click,54.0,255
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,25656.519571475,n/a,3,25657,feedback_correct,4,sound_beep,55.0,correct
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,26242.067058574998,n/a,3,26242,indicate_ready,4,right_click,56.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1257.075,26249.067028525,+,5,26249,fixate,5,show_cross,57.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,27560.636399875,R,5,27561,to_remember,5,show_letter,58.0,R
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,27921.084852975,C,5,27921,to_remember,5,show_letter,59.0,C
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,28281.533306100002,X,5,28282,to_ignore,5,show_letter,60.0,gX
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,28641.956759325,H,5,28642,to_remember,5,show_letter,61.0,H
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,29002.1552135,N,5,29002,to_remember,5,show_letter,62.0,N
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,29362.603666625,P,5,29363,to_remember,5,show_letter,63.0,P
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,29723.05211975,M,5,29723,to_ignore,5,show_letter,64.0,gM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,30083.250573924997,L,5,30083,to_ignore,5,show_letter,65.0,gL
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,787.9,30443.674027150002,-,5,30444,work_memory,5,show_dash,66.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,234.725,31286.045412075,P,5,31286,probe_target,5,show_letter,67.0,rP
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,31515.7944261,n/a,5,31516,remembered_correct,5,right_click,68.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,31615.818996825,n/a,5,31616,feedback_correct,5,sound_beep,69.0,correct
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,33269.311900775,n/a,5,33269,indicate_ready,5,left_click,70.0,255
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1257.075,33276.48687,+,5,33276,fixate,6,show_cross,71.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,34588.031241425,V,5,34588,to_remember,6,show_letter,72.0,V
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,34948.47969455,C,5,34948,to_ignore,6,show_letter,73.0,gC
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,35308.678148725005,H,5,35309,to_ignore,6,show_letter,74.0,gH
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,35669.126601849995,M,5,35669,to_remember,6,show_letter,75.0,M
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.925,36029.60005485,D,5,36030,to_ignore,6,show_letter,76.0,gD
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.725,36389.9985082,Q,5,36390,to_remember,6,show_letter,77.0,Q
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,36750.196962375005,Z,5,36750,to_remember,6,show_letter,78.0,Z
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,37110.645415499996,Y,5,37111,to_remember,6,show_letter,79.0,Y
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,946.85,37471.093868625,-,5,37471,work_memory,6,show_dash,80.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,247.45,38472.439571275,J,5,38472,probe_not_shown,6,show_letter,81.0,rJ
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,38714.438532725,n/a,5,38714,ignored_correct,6,left_click,82.0,255
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,38814.488103375,n/a,5,38814,feedback_correct,6,sound_beep,83.0,correct
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,39261.611184525,n/a,5,39262,indicate_ready,6,right_click,84.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1257.1,39268.811153625,+,7,39269,fixate,7,show_cross,85.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.925,40580.38052495,M,7,40580,to_remember,7,show_letter,86.0,M
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,40940.803978175,Q,7,40941,to_ignore,7,show_letter,87.0,gQ
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,41301.00243235,W,7,41301,to_remember,7,show_letter,88.0,W
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,41661.425885575,B,7,41661,to_remember,7,show_letter,89.0,B
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,42021.8743387,Z,7,42022,to_remember,7,show_letter,90.0,Z
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,42382.0727929,D,7,42382,to_remember,7,show_letter,91.0,D
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,42742.521246,R,7,42743,to_remember,7,show_letter,92.0,R
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.925,43102.994699025,L,7,43103,to_remember,7,show_letter,93.0,L
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,770.875,43463.418152225,-,7,43463,work_memory,7,show_dash,94.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,272.475,44288.7896101,Y,7,44289,probe_not_shown,7,show_letter,95.0,rY
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,44555.138467050005,n/a,7,44555,ignored_correct,7,left_click,96.0,255
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,44655.188037700005,n/a,7,44655,feedback_correct,7,sound_beep,97.0,correct
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,46427.35543235,n/a,7,46427,indicate_ready,7,right_click,98.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1257.3,46434.20540295,+,5,46434,fixate,8,show_cross,99.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,47745.9997733,H,5,47746,to_ignore,8,show_letter,100.0,gH
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,48106.1982275,T,5,48106,to_remember,8,show_letter,101.0,T
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,48466.646680625,X,5,48467,to_remember,8,show_letter,102.0,X
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,48827.095133725,V,5,48827,to_remember,8,show_letter,103.0,V
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,49187.51858695,F,5,49188,to_ignore,8,show_letter,104.0,gF
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,49547.717041150005,K,5,49548,to_remember,8,show_letter,105.0,K
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,49908.165494274996,C,5,49908,to_ignore,8,show_letter,106.0,gC
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,50268.61394737499,G,5,50269,to_remember,8,show_letter,107.0,G
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,532.15,50628.812401575,-,5,50629,work_memory,8,show_dash,108.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,255.7,51215.459883949996,X,5,51215,probe_target,8,show_letter,109.0,rX
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,51463.833818025,n/a,5,51464,remembered_correct,8,right_click,110.0,1
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,51563.858388775,n/a,5,51564,feedback_correct,8,sound_beep,111.0,correct
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,52254.9054231,n/a,5,52255,indicate_ready,8,left_click,112.0,255
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,1257.3,52263.055388125,+,3,52263,fixate,9,show_cross,113.0,nonWM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,53574.8497585,Y,3,53575,to_remember,9,show_letter,114.0,Y
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,53935.0232128,C,3,53935,to_ignore,9,show_letter,115.0,gC
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.975,54295.4716659,P,3,54295,to_ignore,9,show_letter,116.0,gP
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.925,54655.945118924996,K,3,54656,to_remember,9,show_letter,117.0,K
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.7,55016.36857215,R,3,55016,to_ignore,9,show_letter,118.0,gR
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,55376.567026325,W,3,55377,to_ignore,9,show_letter,119.0,gW
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.95,55737.015479450005,H,3,55737,to_ignore,9,show_letter,120.0,gH
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,305.725,56097.438932675,L,3,56097,to_remember,9,show_letter,121.0,L
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,871.625,56457.63738685,-,3,56458,work_memory,9,show_dash,122.0,WM
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,209.725,57383.75841235,K,3,57384,probe_target,9,show_letter,123.0,rK
sub-002,ses-01,run-2,sub-002_ses-01_task-WorkingMemory_run-2_eeg.set,0.0,57588.082535500005,n/a,3,57588,remembered_correct,9,right_click,124.0,1
