subject,run,trial,memory_cond,probe_role,probe_letter,response_role,feedback_role,feedback_value,rt_ms,click_count,response_feedback_consistent,behavior,status,issues,source_file
sub-014,1,12,5,probe_not_shown,Z,ignored_correct,feedback_correct,correct,816.18042530003,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,13,3,probe_not_shown,X,ignored_correct,feedback_correct,correct,1354.3994042999693,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,14,3,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,15,5,probe_not_shown,Q,ignored_correct,feedback_correct,correct,978.7163555999869,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,16,7,probe_target,S,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,17,5,probe_not_shown,L,ignored_correct,feedback_correct,correct,1180.060864900006,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,18,3,probe_target,P,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,19,3,probe_target,K,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,20,3,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,21,3,probe_not_shown,B,ignored_correct,feedback_correct,correct,1460.8229303000262,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,22,7,probe_target,Z,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,23,7,probe_not_shown,L,ignored_correct,feedback_correct,correct,1038.0294672999298,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,24,3,probe_target,S,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,1,25,7,probe_not_shown,Z,,feedback_incorrect,wrong,,0,,wrong,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-014,2,1,5,probe_not_shown,G,ignored_correct,feedback_correct,correct,1237.9752016000057,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,2,3,probe_target,T,ignored_incorrect,feedback_incorrect,wrong,875.1945554999984,1,True,wrong,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,3,3,,,,,,,0,,unresolved,CHECK,missing_probe;missing_response;missing_feedback;unexpected_click_count_0;unresolved_behavior,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,4,7,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,5,5,probe_target,W,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,6,7,probe_target,G,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,7,5,probe_not_shown,B,,feedback_incorrect,wrong,,0,,wrong,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,8,0,,,,,,,0,,unresolved,CHECK,missing_probe;missing_response;missing_feedback;unexpected_click_count_0;unresolved_behavior,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,9,5,probe_target,H,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,10,3,probe_not_shown,Z,ignored_correct,feedback_correct,correct,959.9133884999901,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,11,3,probe_not_shown,M,ignored_correct,feedback_correct,correct,1193.565329200006,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,12,5,probe_not_shown,V,ignored_correct,feedback_correct,correct,701.5559556999651,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,13,7,probe_target,C,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,14,3,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,15,7,probe_not_shown,Y,ignored_correct,feedback_correct,correct,963.3141445000074,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,16,7,probe_not_shown,P,ignored_correct,feedback_correct,correct,1218.5708880000166,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,17,3,probe_not_shown,F,ignored_correct,feedback_correct,correct,868.2930212999927,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,18,5,probe_target,Q,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,19,3,probe_not_shown,Y,ignored_correct,feedback_correct,correct,1007.2239056999679,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,20,3,probe_target,K,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,21,7,probe_target,V,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,22,7,probe_target,N,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,23,7,probe_target,W,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,24,7,probe_target,P,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,2,25,5,probe_not_shown,H,ignored_correct,feedback_correct,correct,1250.9780921000056,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-014,3,1,7,probe_not_shown,J,ignored_correct,feedback_correct,correct,1369.4024923000034,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,2,5,probe_target,M,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,3,3,probe_not_shown,R,ignored_correct,feedback_correct,correct,669.8479651999951,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,4,3,probe_not_shown,J,ignored_correct,feedback_correct,correct,863.7908059000183,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,5,7,probe_not_shown,K,ignored_correct,feedback_correct,correct,1024.4262892999977,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,6,5,probe_not_shown,B,ignored_correct,feedback_correct,correct,1335.6950466000126,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,7,5,probe_not_shown,Z,ignored_correct,feedback_correct,correct,810.9791402000119,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,8,7,probe_target,K,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,9,3,probe_target,C,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,10,5,probe_target,F,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,11,5,probe_target,Y,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,12,3,probe_not_shown,S,ignored_correct,feedback_correct,correct,676.049335000047,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,13,7,probe_not_shown,V,ignored_correct,feedback_correct,correct,1098.9427495000418,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,14,7,probe_target,H,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,15,3,probe_target,S,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,16,7,probe_target,D,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,17,7,probe_not_shown,D,ignored_correct,feedback_correct,correct,2212.988835300028,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,18,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,1365.3015865000198,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,19,5,probe_not_shown,B,ignored_correct,feedback_correct,correct,2134.471491299977,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,20,5,probe_not_shown,K,ignored_correct,feedback_correct,correct,1358.4000619999715,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,21,3,probe_not_shown,X,,feedback_incorrect,wrong,,0,,wrong,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,22,0,,,,,,,0,,unresolved,CHECK,missing_probe;missing_response;missing_feedback;unexpected_click_count_0;unresolved_behavior,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,23,5,probe_target,L,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,24,7,probe_not_shown,Q,ignored_correct,feedback_correct,correct,2091.4619907999877,1,True,correct,CHECK,unexpected_click_count_1,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-014,3,25,3,probe_target,N,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-014_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,1,1,3,probe_target,C,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,2,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,469.57049910000205,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,3,5,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,4,7,probe_target,B,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,5,5,probe_target,G,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,6,7,probe_not_shown,F,ignored_correct,feedback_correct,correct,629.6115680999937,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,7,5,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,8,7,probe_not_shown,C,ignored_correct,feedback_correct,correct,629.5115424499963,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,9,3,probe_target,V,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,10,7,probe_not_shown,G,ignored_correct,feedback_correct,correct,532.9867726999946,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,11,3,probe_target,D,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,12,5,probe_not_shown,Q,ignored_correct,feedback_correct,correct,472.62128195000696,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,13,3,probe_not_shown,L,ignored_correct,feedback_correct,correct,333.7356417499832,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,14,7,probe_target,M,ignored_incorrect,feedback_incorrect,wrong,721.535157150036,2,True,wrong,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,15,7,probe_not_shown,B,ignored_correct,feedback_correct,correct,392.1506319499749,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,16,7,probe_target,Z,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,17,5,probe_target,J,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,18,3,probe_target,V,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,19,7,probe_not_shown,L,ignored_correct,feedback_correct,correct,468.6202552500181,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,20,5,probe_not_shown,T,ignored_correct,feedback_correct,correct,438.2624649499776,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,21,3,probe_target,J,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,22,3,probe_target,B,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,23,5,probe_target,L,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,24,5,probe_target,L,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,1,25,3,probe_not_shown,S,ignored_correct,feedback_correct,correct,401.45301910000853,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-015,2,1,7,probe_target,X,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,2,3,probe_not_shown,B,ignored_correct,feedback_correct,correct,321.6815519999982,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,3,5,probe_target,K,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,4,3,probe_target,L,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,5,3,probe_not_shown,Q,ignored_correct,feedback_correct,correct,445.1628566500003,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,6,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,559.2917903999914,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,7,5,probe_target,P,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,8,7,probe_target,S,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,9,5,probe_target,X,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,10,7,probe_not_shown,X,ignored_correct,feedback_correct,correct,619.0569418999949,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,11,3,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,12,5,probe_target,Q,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,13,7,probe_not_shown,Z,ignored_correct,feedback_correct,correct,583.4979270499898,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,14,7,probe_not_shown,L,ignored_correct,feedback_correct,correct,509.97928880000836,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,15,7,probe_target,G,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,16,3,probe_not_shown,X,ignored_correct,feedback_correct,correct,392.19942949997494,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,17,3,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,18,5,probe_not_shown,Q,ignored_correct,feedback_correct,correct,516.5309497499838,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,19,7,probe_not_shown,Y,ignored_correct,feedback_correct,correct,546.3885192000016,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,20,3,probe_target,S,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,21,3,probe_target,K,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,22,5,probe_not_shown,Z,ignored_correct,feedback_correct,correct,482.9224294000014,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,23,7,probe_target,Z,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,24,5,probe_not_shown,L,ignored_correct,feedback_correct,correct,378.99608220002847,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,2,25,3,probe_target,P,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-015,3,1,5,probe_target,F,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,2,5,probe_not_shown,H,ignored_correct,feedback_correct,correct,358.49120849999963,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,3,3,probe_not_shown,Y,ignored_correct,feedback_correct,correct,371.3444786999971,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,4,5,probe_target,H,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,5,3,probe_target,T,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,6,7,probe_target,W,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,7,7,probe_not_shown,Y,ignored_correct,feedback_correct,correct,439.1117202000023,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,8,5,probe_target,Q,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,9,7,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,10,3,probe_not_shown,F,ignored_correct,feedback_correct,correct,337.1857878999872,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,11,5,probe_target,W,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,12,5,probe_not_shown,G,ignored_correct,feedback_correct,correct,457.5664155499835,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,13,3,probe_target,K,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,14,7,probe_target,G,ignored_incorrect,feedback_incorrect,wrong,612.9559502500051,1,True,wrong,CHECK,unexpected_click_count_1,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,15,3,probe_not_shown,M,ignored_correct,feedback_correct,correct,430.9096333999769,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,16,5,probe_not_shown,B,ignored_correct,feedback_correct,correct,393.600141050003,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,17,5,probe_not_shown,V,ignored_correct,feedback_correct,correct,470.3196602500102,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,18,7,probe_target,P,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,19,3,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,20,7,probe_target,N,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,21,3,probe_not_shown,Z,ignored_correct,feedback_correct,correct,463.417904300004,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,22,7,probe_not_shown,P,ignored_correct,feedback_correct,correct,510.57990340000833,2,True,correct,OK,,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,23,3,probe_target,B,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,24,7,probe_target,V,ignored_incorrect,feedback_incorrect,wrong,684.2240824999753,1,True,wrong,CHECK,unexpected_click_count_1,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-015,3,25,0,,,,,,,0,,unresolved,CHECK,missing_probe;missing_response;missing_feedback;unexpected_click_count_0;unresolved_behavior,sub-015_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-016,1,1,3,probe_target,C,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,2,7,probe_target,Z,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,3,5,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,4,5,probe_not_shown,Q,ignored_correct,feedback_correct,correct,628.0100497500098,2,True,correct,OK,,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,5,3,probe_not_shown,L,ignored_correct,feedback_correct,correct,506.9291920000105,2,True,correct,OK,,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,6,3,probe_target,D,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,7,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,515.681422499998,2,True,correct,OK,,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,8,5,probe_target,J,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,9,3,probe_target,J,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-016,1,10,7,probe_not_shown,G,,feedback_incorrect,wrong,,1,,wrong,CHECK,missing_response;unexpected_click_count_1,sub-016_ses-01_task-WorkingMemory_run-1_eeg_events.csv
