subject,run,trial,memory_cond,probe_role,probe_letter,response_role,feedback_role,feedback_value,rt_ms,click_count,response_feedback_consistent,behavior,status,issues,source_file
sub-001,1,1,3,probe_target,C,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,2,7,probe_not_shown,B,ignored_correct,feedback_correct,correct,270.3760829750008,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,3,3,probe_target,B,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,4,7,probe_target,Z,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,5,7,probe_not_shown,L,ignored_correct,feedback_correct,correct,349.6014002999982,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,6,3,probe_not_shown,S,ignored_correct,feedback_correct,correct,285.65114415000426,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,7,3,probe_not_shown,L,ignored_correct,feedback_correct,correct,248.9009969500039,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,8,3,probe_target,V,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,9,3,probe_target,J,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,10,3,probe_target,V,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,11,5,probe_target,L,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,12,5,probe_target,G,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,13,5,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,14,7,probe_not_shown,G,ignored_correct,feedback_correct,correct,303.72621654999966,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,15,3,probe_target,D,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,16,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,367.15147060000163,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,17,5,probe_target,L,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,18,7,probe_target,B,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,19,5,probe_not_shown,T,ignored_correct,feedback_correct,correct,333.4013353999908,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,20,5,probe_target,J,ignored_incorrect,feedback_incorrect,wrong,278.40111510000133,1,True,wrong,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,21,5,probe_target,R,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,22,7,probe_not_shown,C,ignored_correct,feedback_correct,correct,265.42606312502176,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,23,7,probe_target,M,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,24,5,probe_not_shown,Q,ignored_correct,feedback_correct,correct,289.82616087500355,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,1,25,7,probe_not_shown,F,ignored_correct,feedback_correct,correct,277.3761110000196,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-001,2,1,7,probe_not_shown,Y,ignored_correct,feedback_correct,correct,179.1242142000001,2,True,correct,OK,,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,2,3,probe_target,P,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,3,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,170.17425345000083,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,4,5,probe_target,P,ignored_incorrect,feedback_incorrect,wrong,203.2741082499997,1,True,wrong,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,5,5,probe_target,X,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,6,5,probe_not_shown,L,ignored_correct,feedback_correct,correct,206.79909277499974,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,7,7,probe_target,X,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,8,3,probe_not_shown,X,ignored_correct,feedback_correct,correct,258.87386434999644,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,9,3,probe_target,R,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,10,7,probe_target,S,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,11,3,probe_target,L,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,12,7,probe_not_shown,L,ignored_correct,feedback_correct,correct,375.7733515249856,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,13,7,probe_target,Z,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,14,3,probe_target,K,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,15,5,probe_not_shown,Q,ignored_correct,feedback_correct,correct,195.24914344999706,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,16,5,probe_not_shown,Z,ignored_correct,feedback_correct,correct,242.67393539998739,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,17,7,probe_target,G,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,18,3,probe_target,R,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,19,3,probe_target,S,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,20,3,probe_not_shown,Q,ignored_correct,feedback_correct,correct,194.54914652499428,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,21,7,probe_not_shown,X,ignored_correct,feedback_correct,correct,248.2239110750088,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,22,5,probe_target,K,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,23,7,probe_not_shown,Z,,feedback_incorrect,wrong,,1,,wrong,CHECK,missing_response;unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,24,3,probe_not_shown,B,ignored_correct,feedback_correct,correct,294.27370905000134,1,True,correct,CHECK,unexpected_click_count_1,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-001,2,25,5,probe_target,Q,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-001_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,1,1,7,probe_not_shown,F,ignored_correct,feedback_correct,correct,428.5497547999994,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,2,5,probe_target,G,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,3,7,probe_target,Z,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,4,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,466.4747330749997,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,5,3,probe_target,B,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,6,7,probe_not_shown,B,ignored_correct,feedback_correct,correct,370.82478782499675,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,7,3,probe_target,J,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,8,5,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,9,5,probe_not_shown,T,ignored_correct,feedback_correct,correct,304.02482605000114,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,10,5,probe_target,J,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,11,5,probe_target,L,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,12,7,probe_target,B,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,13,3,probe_target,D,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,14,5,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,15,5,probe_target,L,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,16,3,probe_target,C,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,17,7,probe_target,M,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,18,7,probe_not_shown,G,ignored_correct,feedback_correct,correct,330.874810674999,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,19,3,probe_not_shown,L,ignored_correct,feedback_correct,correct,241.62486174999503,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,20,7,probe_not_shown,C,ignored_correct,feedback_correct,correct,286.17483624999295,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,21,3,probe_target,V,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,22,7,probe_not_shown,L,ignored_correct,feedback_correct,correct,267.5748468999809,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,23,3,probe_target,V,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,24,3,probe_not_shown,S,ignored_correct,feedback_correct,correct,266.3748475750035,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,1,25,5,probe_not_shown,Q,ignored_correct,feedback_correct,correct,221.54987322501256,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-1_eeg_events.csv
sub-002,2,1,3,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,2,7,probe_not_shown,L,ignored_correct,feedback_correct,correct,229.2240162500002,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,3,7,probe_target,G,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,4,3,probe_not_shown,Q,ignored_correct,feedback_correct,correct,237.52398064999943,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,5,5,probe_target,P,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,6,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,241.99896145000093,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,7,7,probe_not_shown,Y,ignored_correct,feedback_correct,correct,266.3488569500041,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,8,5,probe_target,X,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,9,3,probe_target,K,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,10,3,probe_not_shown,X,ignored_correct,feedback_correct,correct,242.94895737498882,2,True,correct,OK,,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,11,3,probe_target,S,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,12,3,probe_target,P,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,13,7,probe_not_shown,X,ignored_correct,feedback_correct,correct,255.4739036000101,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,14,5,probe_target,K,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,15,5,probe_not_shown,Z,ignored_correct,feedback_correct,correct,187.84919384999375,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,16,7,probe_target,Z,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,17,3,probe_not_shown,B,ignored_correct,feedback_correct,correct,211.27409330000228,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,18,5,probe_not_shown,Q,ignored_correct,feedback_correct,correct,215.74907410000742,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,19,5,probe_not_shown,L,ignored_correct,feedback_correct,correct,190.5241823749966,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,20,3,probe_target,R,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,21,7,probe_not_shown,Z,ignored_correct,feedback_correct,correct,288.8237605000031,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,22,7,probe_target,X,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,23,7,probe_target,S,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,24,3,probe_target,L,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,2,25,5,probe_target,Q,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-2_eeg_events.csv
sub-002,3,1,3,probe_target,K,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,2,3,probe_target,B,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,3,7,probe_target,R,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,4,7,probe_target,N,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,5,7,probe_not_shown,Y,ignored_correct,feedback_correct,correct,216.39948407500196,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,6,5,probe_target,F,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,7,5,probe_target,H,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,8,7,probe_target,G,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,9,3,probe_not_shown,F,ignored_correct,feedback_correct,correct,215.77448554999137,2,True,correct,OK,,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,10,3,probe_not_shown,Z,ignored_correct,feedback_correct,correct,336.42419790000713,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,11,5,probe_target,Q,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,12,5,probe_not_shown,B,ignored_correct,feedback_correct,correct,242.04942292500346,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,13,7,probe_target,W,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,14,5,probe_not_shown,V,ignored_correct,feedback_correct,correct,230.59945019999577,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,15,7,probe_target,V,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,16,7,probe_target,P,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,17,7,probe_not_shown,P,ignored_correct,feedback_correct,correct,302.8742779000022,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,18,3,probe_target,T,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,19,3,probe_not_shown,M,ignored_correct,feedback_correct,correct,294.39929809997557,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,20,7,probe_target,C,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,21,3,probe_not_shown,Y,ignored_correct,feedback_correct,correct,278.1743367750023,2,True,correct,OK,,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,22,5,probe_not_shown,G,ignored_correct,feedback_correct,correct,191.6995429500239,2,True,correct,OK,,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,23,5,probe_not_shown,H,ignored_correct,feedback_correct,correct,280.7243307000317,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,24,5,probe_target,W,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,3,25,3,probe_target,R,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-3_eeg_events.csv
sub-002,4,1,5,probe_not_shown,B,ignored_correct,feedback_correct,correct,206.57444837500043,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,2,7,probe_not_shown,Q,ignored_correct,feedback_correct,correct,213.39943015000063,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,3,5,probe_target,F,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,4,7,probe_target,D,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,5,5,probe_target,M,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,6,3,probe_not_shown,S,ignored_correct,feedback_correct,correct,198.34947035001096,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,7,3,probe_target,S,,feedback_correct,correct,,1,,correct,CHECK,missing_response;unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,8,3,probe_target,N,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,9,3,probe_not_shown,B,ignored_correct,feedback_correct,correct,188.7744959249976,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,10,7,probe_not_shown,K,ignored_correct,feedback_correct,correct,276.89926060001017,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,11,5,probe_target,Y,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,12,5,probe_not_shown,K,ignored_correct,feedback_correct,correct,242.64935204999347,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,13,3,probe_not_shown,J,ignored_correct,feedback_correct,correct,209.52444049998303,2,True,correct,OK,,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,14,7,probe_not_shown,V,ignored_correct,feedback_correct,correct,228.67438935000973,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,15,5,probe_not_shown,Z,ignored_correct,feedback_correct,correct,370.39901092500077,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,16,5,probe_target,L,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,17,5,probe_not_shown,J,ignored_correct,feedback_correct,correct,261.59930144999817,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,18,7,probe_not_shown,D,ignored_correct,feedback_correct,correct,243.29935030000343,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,19,7,probe_target,K,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,20,7,probe_target,H,,feedback_correct,correct,,0,,correct,CHECK,missing_response;unexpected_click_count_0,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
sub-002,4,21,3,probe_not_shown,R,ignored_correct,feedback_correct,correct,226.2493958499981,1,True,correct,CHECK,unexpected_click_count_1,sub-002_ses-01_task-WorkingMemory_run-4_eeg_events.csv
