target,model,split,accuracy,balanced_accuracy,precision,recall,f1,roc_auc
remember,logistic_regression,validation,0.5177265053460889,0.4933705863671056,0.5475825019186493,0.7273190621814475,0.6247810858143608,0.4843976508434118
remember,logistic_regression,test,0.5467725232999655,0.5018699500632247,0.574486301369863,0.8079470198675497,0.6715036277207906,0.5102479498255232
remember,random_forest,validation,0.5211029825548678,0.49092045343947055,0.5463623395149786,0.780835881753313,0.6428871170793118,0.4742817681680574
remember,random_forest,test,0.5274421815671384,0.506231624416219,0.5780748663101605,0.6508127633955448,0.6122911356556217,0.5168748502188996
correct,logistic_regression,validation,0.963984243106359,0.4991258741258741,0.9656144306651635,0.9982517482517482,0.9816618911174785,0.6008516756467576
correct,logistic_regression,test,0.9392474974111149,0.5,0.9392474974111149,1.0,0.9686721253114987,0.4326242023320303
correct,random_forest,validation,0.9653911086100169,0.5077596583744125,0.9661876584953508,0.9991258741258742,0.9823807477438762,0.5683776605907753
correct,random_forest,test,0.9257852951328961,0.5034621295646654,0.9396491228070175,0.9841969864020581,0.9614072877400826,0.4435274046974709
