targets,features,result_rows,fdr_significant,subject_robustness_available,subject_effect_mean_valid,subject_effect_median_valid,subject_effect_std_valid,nan_numeric,inf_numeric,duplicate_target_feature
2,56,112,55,False,0,0,0,784,0,0
