subject,feature,remember_effect_size,correct_effect_size,remember_abs_effect,correct_abs_effect
sub-004,alpha_beta_occipital_ratio,-0.14805768599228286,0.3005581047412402,0.14805768599228286,0.3005581047412402
sub-004,theta_alpha_temporal_ratio,0.12888224275466217,-0.09483521428095315,0.12888224275466217,0.09483521428095315
sub-004,alpha_beta_temporal_ratio,-0.053814360660850484,0.05822107524045233,0.053814360660850484,0.05822107524045233
sub-004,delta_frontoparietal_diff,-0.07422808223678787,0.21844226050486248,0.07422808223678787,0.21844226050486248
sub-004,delta_frontoparietal_ratio,-0.020172373101144923,-0.07382130830938612,0.020172373101144923,0.07382130830938612
sub-004,theta_frontoparietal_diff,-0.08159825563037851,0.13623908901488835,0.08159825563037851,0.13623908901488835
sub-004,theta_frontoparietal_ratio,-0.03971768464690323,-0.08057272754057065,0.03971768464690323,0.08057272754057065
sub-004,alpha_frontoparietal_diff,0.13133081922815878,-0.18404737805264737,0.13133081922815878,0.18404737805264737
sub-004,alpha_frontoparietal_ratio,0.06777477473270463,-0.04006446339444917,0.06777477473270463,0.04006446339444917
sub-004,beta_frontoparietal_diff,0.13124995089278124,-0.09176406429734255,0.13124995089278124,0.09176406429734255
sub-004,beta_frontoparietal_ratio,0.1390124420361585,-0.07965733531298129,0.1390124420361585,0.07965733531298129
sub-004,gamma_frontoparietal_ratio,0.06982228520658869,-0.15505336057878966,0.06982228520658869,0.15505336057878966
sub-005,delta_abs,0.03368356967079793,0.08813623115667052,0.03368356967079793,0.08813623115667052
sub-005,theta_abs,0.056585092122045016,0.018243812712795602,0.056585092122045016,0.018243812712795602
sub-005,alpha_abs,0.04403314548811192,-0.008576582597214317,0.04403314548811192,0.008576582597214317
sub-005,beta_abs,-0.04885652221089211,0.11251164663624537,0.04885652221089211,0.11251164663624537
sub-005,gamma_abs,-0.037224829401564255,0.047520588191277496,0.037224829401564255,0.047520588191277496
