source_file,subject,run,trial,memory_cond,event_count,has_fixation,has_work_memory,has_probe,has_feedback,has_to_remember,has_to_ignore,has_probe_target,has_probe_not_shown,accuracy,letters_presented,n_letters,response,feedback,start_sample,end_sample,start_latency,end_latency,expected_14_events,bad_trial
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,1,5,14,True,True,True,True,True,True,True,False,0.0,S C G P F M J L G,9,255,wrong,4849,17399,4849.0,17398.6875492,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,3,3,14,True,True,True,True,True,True,True,False,0.0,P T Z Q V B X G V,9,255,wrong,28400,39559,28400.38191695,39558.96613385,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,4,7,14,True,True,True,True,True,True,True,False,0.0,W T M P G H Z N M,9,255,wrong,39563,50870,39563.317239,50869.8890439,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,8,5,14,True,True,True,True,True,True,True,False,0.0,L G Q F Z T R M L,9,255,wrong,81656,93385,81655.7084668,93385.487764,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,9,7,14,True,True,True,True,True,True,True,False,0.0,W K M C Q G B T B,9,255,wrong,93394,104763,93393.83988535,104762.82754355,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,10,7,14,True,True,True,True,True,True,True,False,0.0,C Z L K R G B T Z,9,255,wrong,104765,115178,104765.22815325,115177.82289305,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,11,5,14,True,True,True,True,True,True,True,False,0.0,K C J Y L D M S J,9,255,wrong,115186,125567,115186.17501445,125566.56157355,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,13,3,14,True,True,True,True,True,True,True,False,0.0,D Y T J M K B F B,9,255,wrong,136445,148019,136444.92461585,148018.61426715,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,15,5,14,True,True,True,True,True,True,True,False,0.0,D C L S J K H V L,9,255,wrong,159338,171091,159337.6892478,171090.67443915,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,17,5,14,True,True,True,True,True,True,True,False,0.0,K Z J V R H M S R,9,255,wrong,181972,194084,181972.0382436,194084.01461665,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,19,3,14,True,True,True,True,True,True,True,False,0.0,D M B Y H Q C G C,9,255,wrong,205165,216630,205164.92910585,216629.54105205,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,20,3,14,True,True,True,True,True,True,True,False,0.0,J Q D H X G C W D,9,255,wrong,216636,228140,216636.34277965,228139.7645833,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,21,3,14,True,True,True,True,True,True,True,False,0.0,Q P J T Z K D C J,9,255,wrong,228141,239255,228141.0649136,239254.5376724,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,22,5,14,True,True,True,True,True,True,True,False,0.0,B H D R N Z V L R,9,255,wrong,239262,250369,239262.3396541,250369.36077425,True,False
sub-024_ses-01_task-WorkingMemory_run-1_eeg.set,sub-024,,25,3,14,True,True,True,True,True,True,True,False,0.0,J C L S G V R T V,9,255,wrong,272126,283081,272125.886808,283081.31942555,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,1,7,14,True,True,True,True,True,True,True,False,0.0,W L D J C F V S S,9,255,wrong,3519,15255,3519.0,15254.58636525,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,2,7,14,True,True,True,True,True,True,True,False,0.0,Y D Q V G L F S G,9,255,wrong,15257,26040,15257.13701435,26040.2810107,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,4,5,14,True,True,True,True,True,True,True,False,0.0,H T X V F K C G X,9,255,wrong,36774,47651,36774.36252215,47651.1803558,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,5,5,14,True,True,True,True,True,True,True,False,0.0,R C X H N P M L P,9,255,wrong,47654,58753,47653.88104305,58753.2555109,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,6,3,14,True,True,True,True,True,True,True,False,0.0,P K B Y D M C F P,9,255,wrong,58758,70225,58758.45683444999,70224.5246151,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,8,7,14,True,True,True,True,True,True,True,False,0.0,H D W Y K P X V X,9,255,wrong,81476,92679,81476.13782325,92679.23868645,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,9,3,14,True,True,True,True,True,True,True,False,0.0,N B T S X C Q R S,9,255,wrong,92681,103650,92680.73906825,103649.5303065,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,10,3,14,True,True,True,True,True,True,True,False,0.0,D B G J W L K C L,9,255,wrong,103652,114158,103651.9809301,114158.35449645,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,14,7,14,True,True,True,True,True,True,True,False,0.0,B N R G Y Z M X Z,9,255,wrong,146728,157368,146728.0925471,157367.5999922,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,16,3,14,True,True,True,True,True,True,True,False,0.0,S N R X M T B G R,9,255,wrong,168854,180126,168853.87291444998,180126.14137874998,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,18,5,14,True,True,True,True,True,True,True,False,0.0,M F G K Z Q Y N K,9,255,wrong,190946,202199,190946.3448057,202199.20833205,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,19,3,14,True,True,True,True,True,True,True,False,0.0,C V W H N X R M R,9,255,wrong,202201,213618,202200.9587775,213618.16412405,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,23,5,14,True,True,True,True,True,True,True,False,0.0,Q M C X S W R H Q,9,255,wrong,246669,258068,246669.3246827,258067.9252949,True,False
sub-024_ses-01_task-WorkingMemory_run-2_eeg.set,sub-024,,24,3,14,True,True,True,True,True,True,True,False,0.0,Y C P K R W H L K,9,255,wrong,258074,269210,258074.0268476,269210.1106569,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,1,3,14,True,True,True,True,True,True,True,False,0.0,B F H R Z G M V B,9,255,wrong,5257,16821,5257.0,16821.0927251,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,2,7,14,True,True,True,True,True,True,True,False,0.0,K G J Z H D P V G,9,255,wrong,16828,27738,16828.444595949997,27738.42086745,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,3,7,14,True,True,True,True,True,True,True,False,0.0,Y W S J P C D K C,9,255,wrong,27741,38708,27741.2715929,38708.46242385,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,5,7,14,True,True,True,True,True,True,True,False,0.0,P Y R T B G V M P,9,255,wrong,50434,61084,50433.9462183,61083.65625965,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,7,5,14,True,True,True,True,True,True,True,False,0.0,Z W T R H L D J H,9,255,wrong,71718,82958,71717.7623302,82957.87261125,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,9,3,14,True,True,True,True,True,True,True,False,0.0,D C R G Z X L K K,9,255,wrong,93777,105083,93776.8757327,105082.75274945,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,11,7,14,True,True,True,True,True,True,True,False,0.0,J T V D X G N R R,9,255,wrong,115653,128249,115652.5424534,128249.34797385,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,12,5,14,True,True,True,True,True,True,True,False,0.0,H B Q K S R T J Q,9,255,wrong,128258,139391,128257.75011195,139390.98319585,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,14,3,14,True,True,True,True,True,True,True,False,0.0,H M W N G B T L T,9,255,wrong,149983,160540,149983.42866499998,160540.4151109,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,15,5,14,True,True,True,True,True,True,True,False,0.0,Z C R F Q V P N F,9,255,wrong,160546,171616,160546.11656175,171616.23358439998,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,17,7,14,True,True,True,True,True,True,True,False,0.0,Y S N M F Q H W N,9,255,wrong,182855,193636,182855.29359815,193636.0869964,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,18,7,14,True,True,True,True,True,True,True,False,0.0,W D R Z M T H L W,9,255,wrong,193643,204883,193643.08877815,204883.39911005,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,20,7,14,True,True,True,True,True,True,True,False,0.0,Z X S Y C V T W V,9,255,wrong,215611,226442,215610.52885245,226441.88511745,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,22,3,14,True,True,True,True,True,True,True,False,0.0,K H L V R C J Y R,9,255,wrong,237670,248422,237669.64225495,248422.3785135,True,False
sub-024_ses-01_task-WorkingMemory_run-3_eeg.set,sub-024,,24,5,14,True,True,True,True,True,True,True,False,0.0,V W Q S T Z K X W,9,255,wrong,259612,270561,259612.02595315,270561.2122025,True,False
