target,feature,mean_difference,cohen_d,abs_cohen_d,p_fdr,fdr_significant,effect_magnitude_final,final_evidence_class,final_priority_score_v1,direction,ml_mean_abs_permutation_importance,ml_mean_sign_consistency,ml_mean_stability_score,ml_best_rank,remember_abs_effect,correct_abs_effect,cross_target_pattern,direction_relationship,significance_pattern,evidence_statistical_effect,evidence_fdr_significance,evidence_direction_consistency,evidence_ml_stability,evidence_ml_importance,evidence_cross_target,final_scientific_evidence_score,final_evidence_class_v2,final_scientific_rank_v2,global_feature_rank_v2
remember,delta_central,-0.0850755417405622,-0.0314666493462431,0.0314666493462431,0.0704710631615681,False,negligible,non_significant,0.0,negative,0.00039821055725525005,1.0,0.00039821055725525005,48,0.0850755417405622,0.3607989816160346,target_shared,same_direction,significant_correct_only,0.13690819767501602,0.0,0.0,1.0,0.0045754362395168105,1.0,0.3346845930427057,ml_supported_evidence,20,15
correct,delta_occipital,0.4761461561323274,0.0174660790826604,0.0174660790826604,0.314151408837659,False,negligible,non_significant,0.0,positive,0.0019900991317369,1.0,0.0019900991317369,28,0.4747954999468851,0.4761461561323274,target_shared,same_direction,not_fdr_significant,0.07445949028571726,0.0,0.0,1.0,0.12225267598796442,1.0,0.3308401401702258,ml_supported_evidence,42,41
remember,delta_occipital,0.4747954999468851,0.0174170614251832,0.0174170614251832,0.288006678655872,False,negligible,non_significant,0.0,positive,0.0019900991317369,1.0,0.0019900991317369,28,0.4747954999468851,0.4761461561323274,target_shared,same_direction,not_fdr_significant,0.07424084995242564,0.0,0.0,1.0,0.12225267598796442,1.0,0.3307854800869029,ml_supported_evidence,21,41
correct,gamma_frontal,-0.0095864648697016,-0.0266857335426586,0.0266857335426586,0.6941613184779467,False,negligible,non_significant,0.0,negative,0.00684344425828315,1.0,0.00684344425828315,11,0.0004946483939569,0.0095864648697016,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.11558320830315298,0.0,0.0,1.0,0.48102669270864684,0.5,0.32699847134665294,ml_supported_evidence,43,45
correct,delta_temporal,-0.2506245280249448,-0.0329228639910991,0.0329228639910991,0.2160553922594293,False,negligible,non_significant,0.0,negative,0.0016653490074815,0.9,0.001449890500627,36,0.3563561735405196,0.2506245280249448,target_shared,same_direction,significant_remember_only,0.14340355611689087,0.0,0.0,0.9,0.09824616017841122,1.0,0.3256755050470639,ml_supported_evidence,44,26
correct,gamma_central,0.0032240221168111,0.0205134634057944,0.0205134634057944,0.4618488166486459,False,negligible,non_significant,0.0,positive,0.0067983480610636,1.0,0.0067983480610636,8,0.0055102751278641,0.0032240221168111,weak_cross_target_pattern,same_direction,significant_remember_only,0.08805216603501442,0.0,0.0,1.0,0.4776930448032486,0.5,0.31978234598907845,ml_supported_evidence,45,27
remember,delta_frontoparietal_diff,-0.2501825786103073,-0.0224228531334693,0.0224228531334693,0.2099856088182827,False,negligible,non_significant,0.0,negative,0.0019448598258040024,0.9,0.001936308231685242,29,0.2501825786103073,1.5195109433680205,target_shared,same_direction,significant_correct_only,0.09656888486509368,0.0,0.0,0.9,0.11890844905169633,1.0,0.3160330661214431,ml_supported_evidence,22,18
correct,alpha_frontoparietal_diff,-0.2457983468651301,-0.0643057311497376,0.0643057311497376,0.0550740446736389,False,negligible,non_significant,0.0,negative,0.0017077766773523,1.0,0.0017077766773523,21,0.0684199667011435,0.2457983468651301,target_dissociated,opposite_direction,not_fdr_significant,0.2833849605404517,0.0,0.0,1.0,0.10138254243492678,0.25,0.30598449437860564,ml_supported_evidence,46,49
remember,delta_theta_ratio,-0.4211713678033959,-0.0365942103721929,0.0365942103721929,0.0528720554185598,False,negligible,non_significant,0.0,negative,0.0009875659959552,0.8,0.00085216108995515,34,0.4211713678033959,1.1145766762746154,target_shared,same_direction,significant_correct_only,0.15977937735569073,0.0,0.0,0.8,0.04814238079122858,1.0,0.30475908241804556,ml_supported_evidence,23,24
correct,alpha_occipital,0.3252131024252485,0.0299271492552854,0.0299271492552854,0.4467871442454787,False,negligible,non_significant,0.0,positive,0.001908979664045425,0.8,0.001164788168212625,23,0.0827543413084308,0.3252131024252485,target_shared,same_direction,not_fdr_significant,0.13004134947554744,0.0,0.0,0.8,0.11625607848684567,1.0,0.3041359452175715,ml_supported_evidence,47,47
remember,alpha_beta_frontal_ratio,-0.114316307364513,-0.0251340145453779,0.0251340145453779,0.1537306237957149,False,negligible,non_significant,0.0,negative,0.009674993204413401,0.9,0.00797724141536835,1,0.114316307364513,0.5925261508220454,target_dissociated,opposite_direction,significant_correct_only,0.10866185840188108,0.0,0.0,0.9,0.6903433933462736,0.25,0.3011998039350977,ml_supported_evidence,24,20
remember,alpha_abs,-0.0458861984524665,-0.0169526810028491,0.0169526810028491,0.3015399647253492,False,negligible,non_significant,0.0,negative,0.0080991555730645,1.0,0.0080991555730645,2,0.0458861984524665,0.2737862285941788,target_dissociated,opposite_direction,significant_correct_only,0.07216950881662249,0.0,0.0,1.0,0.5738526880786304,0.25,0.3004276460120187,ml_supported_evidence,25,23
remember,beta_parietal,0.00543485157311,0.0152807745495806,0.0152807745495806,0.3558232428929716,False,negligible,non_significant,0.0,positive,0.007564677691506001,0.9,0.00654402830507745,7,0.00543485157311,0.0551153219768879,weak_cross_target_pattern,same_direction,significant_correct_only,0.06471206994686268,0.0,0.0,0.9,0.5343424592745308,0.5,0.2996122634141688,ml_supported_evidence,26,19
remember,gamma_frontal,0.0004946483939569,0.001376924039651,0.001376924039651,0.9318645678505734,False,negligible,non_significant,0.0,positive,0.00684344425828315,1.0,0.00684344425828315,11,0.0004946483939569,0.0095864648697016,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.002694775241542836,0.0,0.0,1.0,0.48102669270864684,0.5,0.2987763630812504,ml_supported_evidence,27,45
remember,theta_alpha_frontal_ratio,-0.0374592341778501,-0.0186542458605755,0.0186542458605755,0.27700194077565,False,negligible,non_significant,0.0,negative,0.00668501288704695,0.9,0.00535912365919955,9,0.0374592341778501,0.0279890214491596,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0797592372279335,0.0,0.0,0.9,0.46931496441591236,0.5,0.2968713057485746,ml_supported_evidence,28,46
remember,alpha_temporal,-0.0507766219419318,-0.0253811414745022,0.0253811414745022,0.1534755902104805,False,negligible,non_significant,0.0,negative,0.0060305022852520495,1.0,0.0060305022852520495,13,0.0507766219419318,0.2003667333175489,target_dissociated,opposite_direction,significant_correct_only,0.1097641533080423,0.0,0.0,1.0,0.42093155226007173,0.25,0.2945341935530178,ml_supported_evidence,29,25
correct,theta_alpha_frontal_ratio,-0.0279890214491596,-0.0139376584825778,0.0139376584825778,0.7103693696157518,False,negligible,non_significant,0.0,negative,0.00668501288704695,0.9,0.00535912365919955,9,0.0374592341778501,0.0279890214491596,weak_cross_target_pattern,same_direction,not_fdr_significant,0.05872118095598382,0.0,0.0,0.9,0.46931496441591236,0.5,0.2916117916805872,ml_supported_evidence,48,46
remember,alpha_beta_parietal_ratio,-0.1230716605649302,-0.0150416495942942,0.0150416495942942,0.3612440624792554,False,negligible,non_significant,0.0,negative,0.00716568202385405,1.0,0.00716568202385405,10,0.1230716605649302,0.9835138032318582,target_dissociated,opposite_direction,significant_correct_only,0.0636454673670376,0.0,0.0,1.0,0.5048474873314354,0.25,0.29139611557490297,ml_supported_evidence,30,22
remember,gamma_temporal,0.0114701590569815,0.0312448118356394,0.0312448118356394,0.0695944480178895,False,negligible,non_significant,0.0,positive,0.00340772258732895,0.9,0.00306249882753775,17,0.0114701590569815,0.0824967064193827,weak_cross_target_pattern,same_direction,significant_correct_only,0.13591870470959763,0.0,0.0,0.9,0.22704770871256888,0.5,0.2866844470486563,ml_supported_evidence,31,14
remember,beta_frontal,0.0049532286329431,0.0111369292690498,0.0111369292690498,0.4906610496685583,False,negligible,non_significant,0.0,positive,0.00367365156521145,1.0,0.00367365156521145,19,0.0049532286329431,0.0025680976926206,weak_cross_target_pattern,same_direction,not_fdr_significant,0.04622869559006887,0.0,0.0,1.0,0.24670598667748767,0.5,0.286227772565266,ml_supported_evidence,32,48
correct,gamma_rel,-0.0012532810482517,-0.0383588679762054,0.0383588679762054,0.3147258418455821,False,negligible,non_significant,0.0,negative,0.00688705283359555,0.7,0.00427850593513155,16,0.0002476360551346,0.0012532810482517,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.167650527193203,0.0,0.0,0.7,0.4842503710831188,0.5,0.28033766890661266,ml_supported_evidence,49,51
correct,beta_frontal,0.0025680976926206,0.0057740734374395,0.0057740734374395,0.901876309660952,False,negligible,non_significant,0.0,positive,0.00367365156521145,1.0,0.00367365156521145,19,0.0049532286329431,0.0025680976926206,weak_cross_target_pattern,same_direction,not_fdr_significant,0.022307997483195795,0.0,0.0,1.0,0.24670598667748767,0.5,0.2802475980385477,ml_supported_evidence,50,48
remember,alpha_occipital,0.0827543413084308,0.0076152108796948,0.0076152108796948,0.6195672198226734,False,negligible,non_significant,0.0,positive,0.001908979664045425,0.8,0.001164788168212625,23,0.0827543413084308,0.3252131024252485,target_shared,same_direction,not_fdr_significant,0.030520281070954534,0.0,0.0,0.8,0.11625607848684567,1.0,0.27925567811642327,ml_supported_evidence,33,47
remember,beta_central,0.0062002185686043,0.0299242403666285,0.0299242403666285,0.075235628328045,False,negligible,non_significant,0.0,positive,0.0021501764855749,0.9,0.00186987814748005,30,0.0062002185686043,0.0159778114775971,weak_cross_target_pattern,same_direction,significant_correct_only,0.13002837455144486,0.0,0.0,0.9,0.13408608031529007,0.5,0.2759157016693903,ml_supported_evidence,34,33
remember,theta_alpha_occipital_ratio,0.0298974587509148,0.0102828802101789,0.0102828802101789,0.5208818257007937,False,negligible,non_significant,0.0,positive,0.00134209886948125,0.9,0.00119665078901615,35,0.0298974587509148,0.1631099213552205,target_preferential,same_direction,significant_correct_only,0.042419260776383874,0.0,0.0,0.9,0.07435052790995265,0.75,0.2730398679850913,ml_supported_evidence,35,34
remember,theta_alpha_ratio,-0.0195697834671273,-0.0136997910549058,0.0136997910549058,0.3941173734800816,False,negligible,non_significant,0.0,negative,0.0058340915162535,0.8,0.00466727321300275,12,0.0195697834671273,0.0160163635110861,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.05766018750296909,0.0,0.0,0.8,0.4064122714993907,0.5,0.2650562740256814,ml_supported_evidence,36,50
remember,alpha_beta_ratio,-0.1015785012376735,-0.0210514973095009,0.0210514973095009,0.226355094182684,False,negligible,non_significant,0.0,negative,0.00508840732624855,0.9,0.004596793165952649,16,0.1015785012376735,0.538241535729493,target_dissociated,opposite_direction,significant_correct_only,0.09045203412506543,0.0,0.0,0.9,0.3512890307082364,0.25,0.26274191160209004,ml_supported_evidence,37,30
correct,theta_alpha_ratio,0.0160163635110861,0.0112119990113349,0.0112119990113349,0.7615209718709419,False,negligible,non_significant,0.0,positive,0.0058340915162535,0.8,0.00466727321300275,12,0.0195697834671273,0.0160163635110861,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.04656353969152282,0.0,0.0,0.8,0.4064122714993907,0.5,0.2622821120728198,ml_supported_evidence,51,50
remember,theta_occipital,-0.1364415539417218,-0.0216827027461096,0.0216827027461096,0.2217732219267152,False,negligible,non_significant,0.0,negative,0.0042180341234053995,0.9,0.0038249567778256503,18,0.1364415539417218,0.6515027835828651,target_dissociated,opposite_direction,significant_correct_only,0.0932674882723756,0.0,0.0,0.9,0.28694839926991567,0.25,0.2570117119950855,ml_supported_evidence,38,32
remember,theta_frontoparietal_ratio,0.0131054124356159,0.0196324079613274,0.0196324079613274,0.2459270338739749,False,negligible,non_significant,0.0,positive,0.00151312452548455,1.0,0.00151312452548455,40,0.0131054124356159,0.095871240909116,target_dissociated,opposite_direction,significant_correct_only,0.0841222708515029,0.0,0.0,1.0,0.08699326399541595,0.25,0.25472989411241737,ml_supported_evidence,39,28
remember,alpha_frontoparietal_diff,0.0684199667011435,0.0178989658652217,0.0178989658652217,0.288006678655872,False,negligible,non_significant,0.0,positive,0.0017077766773523,1.0,0.0017077766773523,21,0.0684199667011435,0.2457983468651301,target_dissociated,opposite_direction,not_fdr_significant,0.07639035592246797,0.0,0.0,1.0,0.10138254243492678,0.25,0.2542358432241097,ml_supported_evidence,40,49
remember,beta_frontoparietal_ratio,-0.0463761073516613,-0.0227937422186211,0.0227937422186211,0.1999256381151888,False,negligible,non_significant,0.0,negative,0.00441289023094785,0.6,0.0026477341385687,26,0.0463761073516613,0.178807458673208,target_preferential,same_direction,significant_correct_only,0.09822321347574861,0.0,0.0,0.6,0.30135275473253886,0.75,0.24969107884219105,ml_supported_evidence,41,35
remember,alpha_beta_temporal_ratio,-0.0396094661899448,-0.0080214744846278,0.0080214744846278,0.6195672198226734,False,negligible,non_significant,0.0,negative,0.0018276411525332001,0.9,0.0014882095604522,38,0.0396094661899448,0.0317793366853029,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0323323956141296,0.0,0.0,0.9,0.11024328860101922,0.5,0.24910742776363437,ml_supported_evidence,42,52
correct,alpha_frontoparietal_ratio,-0.0200598330384644,-0.0512989091636434,0.0512989091636434,0.115737511894209,False,negligible,non_significant,0.0,negative,0.0005815637610920501,0.7,0.0003765856137707,47,0.0066978027009623,0.0200598330384644,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.22536880798507428,0.0,0.0,0.7,0.018129462113202616,0.5,0.24815514820758883,ml_supported_evidence,52,53
correct,alpha_beta_temporal_ratio,-0.0317793366853029,-0.0064357181233943,0.0064357181233943,0.8906554669090857,False,negligible,non_significant,0.0,negative,0.0018276411525332001,0.9,0.0014882095604522,38,0.0396094661899448,0.0317793366853029,weak_cross_target_pattern,same_direction,not_fdr_significant,0.025259224084040157,0.0,0.0,0.9,0.11024328860101922,0.5,0.24733913488111198,ml_supported_evidence,53,52
remember,delta_rel,-0.0025564866389498,-0.0134784566816841,0.0134784566816841,0.3948965932189974,False,negligible,non_significant,0.0,negative,0.0007158512910718,0.9,0.0005922321907547499,39,0.0025564866389498,0.0394681145542373,weak_cross_target_pattern,same_direction,significant_correct_only,0.056672938751790095,0.0,0.0,0.9,0.028056404308763955,0.5,0.24697387511882396,ml_supported_evidence,43,21
remember,gamma_rel,0.0002476360551346,0.0075791241470586,0.0075791241470586,0.6195672198226734,False,negligible,non_significant,0.0,positive,0.00688705283359555,0.7,0.00427850593513155,16,0.0002476360551346,0.0012532810482517,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.03035931835553602,0.0,0.0,0.7,0.4842503710831188,0.5,0.2460148666971959,ml_supported_evidence,44,51
remember,beta_frontoparietal_diff,-0.0004816229401669,-0.0011868798601503,0.0011868798601503,0.9318645678505734,False,negligible,non_significant,0.0,negative,0.0071649368344698,0.7,0.0049581179657687,8,0.0004816229401669,0.0525472242842672,weak_cross_target_pattern,same_direction,significant_correct_only,0.001847094530454315,0.0,0.0,0.7,0.5047924006681889,0.5,0.24094101369943244,ml_supported_evidence,45,31
remember,delta_frontoparietal_ratio,0.0091484223653113,0.0075561753071401,0.0075561753071401,0.6195672198226734,False,negligible,non_significant,0.0,positive,0.0030330416944707,0.8,0.00193199461503725,32,0.0091484223653113,0.069527851805583,weak_cross_target_pattern,opposite_direction,significant_correct_only,0.0302569564258422,0.0,0.0,0.8,0.199350158793034,0.5,0.23749925498576402,ml_supported_evidence,46,38
remember,alpha_frontal,-0.0242559269682092,-0.0136974350604846,0.0136974350604846,0.3941173734800816,False,negligible,non_significant,0.0,negative,0.0021939683097671,0.9,0.00205899286514415,34,0.0242559269682092,0.1761544002949546,target_dissociated,opposite_direction,significant_correct_only,0.0576496787305798,0.0,0.0,0.9,0.137323305003686,0.25,0.23314475018301356,ml_supported_evidence,47,36
remember,theta_alpha_central_ratio,-0.0040230730696786,-0.0026636156982537,0.0026636156982537,0.8787550533952064,False,negligible,non_significant,0.0,negative,0.00242722834925975,0.8,0.00152869822629905,39,0.0040230730696786,0.0011671837226672,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.008433986529052893,0.0,0.0,0.8,0.15456659579120044,0.5,0.2275651562113833,ml_supported_evidence,48,54
correct,theta_alpha_central_ratio,0.0011671837226672,0.0007727739828918,0.0007727739828918,0.9790552018633376,False,negligible,non_significant,0.0,positive,0.00242722834925975,0.8,0.00152869822629905,39,0.0040230730696786,0.0011671837226672,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0,0.0,0.0,0.8,0.15456659579120044,0.5,0.2254566595791201,ml_supported_evidence,54,54
remember,theta_rel,-0.0025920982226814,-0.0203195364647338,0.0203195364647338,0.2365792551830987,False,negligible,non_significant,0.0,negative,0.0039801707477693,0.6,0.00238810244866155,25,0.0025920982226814,0.0247383786040161,weak_cross_target_pattern,opposite_direction,significant_correct_only,0.08718716649791011,0.0,0.0,0.6,0.2693648158892643,0.5,0.21873327321340397,ml_supported_evidence,49,29
remember,alpha_rel,0.0034309465301826,0.0253251429847427,0.0253251429847427,0.1534755902104805,False,negligible,non_significant,0.0,positive,0.00047769841972693857,0.7,0.00037629714896557316,43,0.0034309465301826,0.0175304277247444,weak_cross_target_pattern,same_direction,significant_correct_only,0.10951437538932923,0.0,0.0,0.7,0.010451420525802889,0.5,0.2184237358999126,ml_supported_evidence,50,37
remember,alpha_frontoparietal_ratio,0.0066978027009623,0.0171278030209513,0.0171278030209513,0.2988155563626926,False,negligible,non_significant,0.0,positive,0.0005815637610920501,0.7,0.0003765856137707,47,0.0066978027009623,0.0200598330384644,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.07295063011811219,0.0,0.0,0.7,0.018129462113202616,0.5,0.21005060374084827,ml_supported_evidence,51,53
remember,beta_occipital,0.0124622517896336,0.0232360755883752,0.0232360755883752,0.1912390089786783,False,negligible,non_significant,0.0,positive,0.00118110247705915,0.6,0.0007086614862355001,48,0.0124622517896336,0.03696126697373,weak_cross_target_pattern,same_direction,significant_correct_only,0.10019621505041645,0.0,0.0,0.6,0.06244918545835572,0.5,0.20129397230843965,ml_supported_evidence,52,42
remember,alpha_beta_occipital_ratio,-0.3011693679807816,-0.0258828177785306,0.0258828177785306,0.1480707834853794,False,negligible,non_significant,0.0,negative,0.00033631596584126185,0.7,0.00016008166423791187,55,0.3011693679807816,0.9078951350575944,target_dissociated,opposite_direction,significant_correct_only,0.11200185049641365,0.0,0.0,0.7,0.0,0.25,0.1930004626241034,exploratory_evidence,53,43
remember,theta_alpha_parietal_ratio,-0.021540623757889,-0.014089596638575,0.014089596638575,0.393430396838869,False,negligible,non_significant,0.0,negative,0.00451447176811795,0.6000000000000001,0.0035792002301505517,17,0.021540623757889,0.0862189671251065,target_dissociated,opposite_direction,significant_correct_only,0.059398892025354984,0.0,0.0,0.6000000000000001,0.3088619705754091,0.25,0.19073592006387968,ml_supported_evidence,54,44
remember,theta_alpha_temporal_ratio,-0.0404204162061454,-0.0205651245509221,0.0205651245509221,0.2325156448518141,False,negligible,non_significant,0.0,negative,0.0014346148991075001,0.5,0.0008195341525291,45,0.0404204162061454,0.0099048116899713,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0882825974870723,0.0,0.0,0.5,0.08118959389322837,0.5,0.1801896087610909,exploratory_evidence,55,55
correct,theta_alpha_temporal_ratio,-0.0099048116899713,-0.0050391154361881,0.0050391154361881,0.8906554669090857,False,negligible,non_significant,0.0,negative,0.0014346148991075001,0.5,0.0008195341525291,45,0.0404204162061454,0.0099048116899713,weak_cross_target_pattern,same_direction,not_fdr_significant,0.01902976121856613,0.0,0.0,0.5,0.08118959389322837,0.5,0.1628763996939644,exploratory_evidence,55,55
