target,feature,mean_difference,cohen_d,abs_cohen_d,p_fdr,fdr_significant,effect_magnitude_final,final_evidence_class,final_priority_score_v1,direction,ml_mean_abs_permutation_importance,ml_mean_sign_consistency,ml_mean_stability_score,ml_best_rank,remember_abs_effect,correct_abs_effect,cross_target_pattern,direction_relationship,significance_pattern,evidence_statistical_effect,evidence_fdr_significance,evidence_direction_consistency,evidence_ml_stability,evidence_ml_importance,evidence_cross_target,final_scientific_evidence_score,final_evidence_class_v2,final_scientific_rank_v2,global_feature_rank_v2,n_subjects,direction_consistency,positive_fraction,negative_fraction,median_effect,mean_effect,std_effect,median_abs_effect,nonzero_subject_fraction,robustness_class,publication_robustness_score,publication_robustness_class
remember,gamma_central,0.0055102751278641,0.0350651750312705,0.0350651750312705,0.0298705373269322,True,negligible,significant_but_weak,3.0,positive,0.0067983480610636,1.0,0.0067983480610636,8,0.0055102751278641,0.0032240221168111,weak_cross_target_pattern,same_direction,significant_remember_only,0.1529592065486821,1.0,0.0,1.0,0.4776930448032486,0.5,0.5360091061174954,moderate_multilayer_evidence,6,27,22,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.0427861302894467,0.014558284246406573,0.15953061762230974,0.07564102943631221,1.0,weak_directional_robustness,1.0,exploratory
remember,delta_parietal,-0.2250862982627182,-0.0372919849166802,0.0372919849166802,0.0286871524647912,True,negligible,significant_but_weak,3.0,negative,0.0024990489715959,1.0,0.0024990489715959,14,0.2250862982627182,0.7315767031354068,target_shared,same_direction,significant_both_targets,0.1628917590324381,1.0,0.0,1.0,0.1598757943928029,1.0,0.5567105191973899,moderate_multilayer_evidence,3,1,22,0.5909090909090909,0.4090909090909091,0.5909090909090909,-0.0127862519011169,0.007668092957052327,0.1016395423390251,0.046950346390314146,1.0,weak_directional_robustness,1.0,exploratory
remember,delta_temporal,-0.3563561735405196,-0.0468236166143879,0.0468236166143879,0.0055163795352057,True,negligible,significant_but_weak,3.0,negative,0.0016653490074815,0.9,0.001449890500627,36,0.3563561735405196,0.2506245280249448,target_shared,same_direction,significant_remember_only,0.20540703288389,1.0,0.0,0.9,0.0982461601784112,1.0,0.5411763742388136,moderate_multilayer_evidence,4,26,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.010532915525169599,-0.004455897646301734,0.07787213633205102,0.02939013661170395,1.0,weak_directional_robustness,1.0,exploratory
remember,gamma_frontoparietal_ratio,-0.2465378010723733,-0.0472393923056144,0.0472393923056144,0.0043090467750375,True,negligible,significant_but_weak,3.0,negative,0.0009299386728895,0.9,0.0008261788928065,42,0.2465378010723733,0.5796949672324905,target_shared,same_direction,significant_both_targets,0.2072615755198085,1.0,0.0,0.9,0.0438823939924215,1.0,0.5362036332791943,moderate_multilayer_evidence,5,5,22,0.5909090909090909,0.4090909090909091,0.5909090909090909,-0.03536198003882305,0.026023240242854986,0.2505133871276597,0.07731745496427735,1.0,weak_directional_robustness,1.0,exploratory
remember,theta_beta_ratio,-0.3424385498736004,-0.0461622866138733,0.0461622866138733,0.0053448649841291,True,negligible,significant_but_weak,3.0,negative,0.0093654184539337,0.9,0.0086930736881399,7,0.3424385498736004,0.7977931256118733,target_dissociated,opposite_direction,significant_both_targets,0.2024572099186551,1.0,0.0,0.9,0.6674586872705811,0.25,0.522360171206722,moderate_multilayer_evidence,8,8,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.00875205737736785,0.004779497052755068,0.10498251820987087,0.04620302967157725,1.0,weak_directional_robustness,1.0,exploratory
correct,beta_abs,0.0324235303582391,0.0978581244466391,0.0978581244466391,0.0033819575805418,True,negligible,significant_but_weak,3.0,positive,0.0108452052113663,1.0,0.0108452052113663,6,0.0058254016788378,0.0324235303582391,weak_cross_target_pattern,same_direction,significant_correct_only,0.4330434067152498,1.0,0.0,1.0,0.7768490201258077,0.5,0.6359457536913933,strong_multilayer_evidence,9,16,17,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.022617076858297,0.0006445398145583712,0.2999088933466001,0.130300433059037,1.0,weak_directional_robustness,1.0,exploratory
correct,theta_alpha_occipital_ratio,0.1631099213552205,0.056103224729366,0.056103224729366,0.0288426366003303,True,negligible,significant_but_weak,3.0,positive,0.0013420988694812,0.9,0.0011966507890161,35,0.0298974587509148,0.1631099213552205,target_preferential,same_direction,significant_correct_only,0.2467981705982575,1.0,0.0,0.9,0.0743505279099526,0.75,0.5241345954405597,moderate_multilayer_evidence,33,34,17,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.0375691400620294,0.07878043065566702,0.17846517928088632,0.1086197613595468,1.0,weak_directional_robustness,1.0,exploratory
correct,beta_occipital,0.03696126697373,0.0689181029967217,0.0689181029967217,0.0140042952109003,True,negligible,significant_but_weak,3.0,positive,0.0011811024770591,0.6,0.0007086614862355,48,0.0124622517896336,0.03696126697373,weak_cross_target_pattern,same_direction,significant_correct_only,0.303958169661238,1.0,0.0,0.6,0.0624491854583557,0.5,0.452234460961145,moderate_multilayer_evidence,37,42,17,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.075512730773342,0.05622197652916972,0.32853239410923574,0.1921865345014595,1.0,weak_directional_robustness,1.0,exploratory
correct,theta_alpha_parietal_ratio,0.0862189671251065,0.0563982204593509,0.0563982204593509,0.0488369886158184,True,negligible,significant_but_weak,3.0,positive,0.0045144717681179,0.6000000000000001,0.0035792002301505,17,0.021540623757889,0.0862189671251065,target_dissociated,opposite_direction,significant_correct_only,0.2481139814313946,1.0,0.0,0.6000000000000001,0.3088619705754091,0.25,0.4379146924153896,ml_supported_evidence,39,44,17,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.0484739848887195,0.057607059823141175,0.19231638284508099,0.1568289891058671,1.0,weak_directional_robustness,1.0,exploratory
remember,alpha_central,-0.0777916514710383,-0.0413306165575085,0.0413306165575085,0.013157370794358,True,negligible,significant_but_weak,3.0,negative,0.0035680824954707,0.8,0.0025574536670894,25,0.0777916514710383,0.2913718051586234,target_dissociated,opposite_direction,significant_both_targets,0.18090583423388,1.0,0.0,0.8,0.2389020003124607,0.25,0.4541166585897161,moderate_multilayer_evidence,14,11,22,0.5454545454545454,0.45454545454545453,0.5454545454545454,-0.01501119428169965,-0.01501586222283353,0.12836880133682388,0.0936227088009752,1.0,weak_directional_robustness,1.0,exploratory
correct,beta_central,0.0159778114775971,0.0771164318879058,0.0771164318879058,0.0055011199100795,True,negligible,significant_but_weak,3.0,positive,0.0021501764855749,0.9,0.00186987814748,30,0.0062002185686043,0.0159778114775971,weak_cross_target_pattern,same_direction,significant_correct_only,0.3405263259840204,1.0,0.0,0.9,0.13408608031529,0.5,0.5285401895275341,moderate_multilayer_evidence,32,33,17,0.5294117647058824,0.47058823529411764,0.5294117647058824,-0.0573648282093374,-0.08727746109283907,0.3204597302611313,0.2179695055014416,1.0,weak_directional_robustness,1.0,exploratory
correct,alpha_beta_occipital_ratio,0.9078951350575944,0.078030347565542,0.078030347565542,0.0064923061224597,True,negligible,significant_but_weak,3.0,positive,0.0003363159658412,0.7,0.0001600816642379,55,0.3011693679807816,0.9078951350575944,target_dissociated,opposite_direction,significant_correct_only,0.3446027922748007,1.0,0.0,0.7,0.0,0.25,0.4511506980687002,moderate_multilayer_evidence,38,43,17,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.0245095354919788,-0.03671384250847402,0.24743665578040502,0.1232087051269476,1.0,weak_directional_robustness,1.0,exploratory
remember,alpha_beta_central_ratio,-0.2817822470669995,-0.0421266841185034,0.0421266841185034,0.0114251934499194,True,negligible,significant_but_weak,3.0,negative,0.012021455063968,0.7,0.0077659147943213,3,0.2817822470669995,1.0588167279465992,target_dissociated,opposite_direction,significant_both_targets,0.1844566460395958,1.0,0.0,0.7,0.8638009827992957,0.25,0.4974942597898286,moderate_multilayer_evidence,10,7,22,0.5,0.5,0.5,-0.0012023537617123499,-0.006481369496393726,0.12392089386028746,0.06733503182536804,1.0,weak_directional_robustness,1.0,exploratory
correct,delta_occipital,0.4761461561323274,0.0174660790826604,0.0174660790826604,0.314151408837659,False,negligible,non_significant,0.0,positive,0.0019900991317369,1.0,0.0019900991317369,28,0.4747954999468851,0.4761461561323274,target_shared,same_direction,not_fdr_significant,0.0744594902857172,0.0,0.0,1.0,0.1222526759879644,1.0,0.3308401401702258,ml_supported_evidence,42,41,17,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.0337134178161626,0.03884197513017873,0.1533051450676223,0.139073569006129,1.0,weak_directional_robustness,0.0,exploratory
correct,gamma_frontal,-0.0095864648697016,-0.0266857335426586,0.0266857335426586,0.6941613184779467,False,negligible,non_significant,0.0,negative,0.0068434442582831,1.0,0.0068434442582831,11,0.0004946483939569,0.0095864648697016,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.1155832083031529,0.0,0.0,1.0,0.4810266927086468,0.5,0.3269984713466529,ml_supported_evidence,43,45,17,0.6470588235294118,0.35294117647058826,0.6470588235294118,-0.0854695744567192,-0.018570855272571345,0.3811722512965448,0.2578542072489391,1.0,weak_directional_robustness,0.0,exploratory
correct,delta_temporal,-0.2506245280249448,-0.0329228639910991,0.0329228639910991,0.2160553922594293,False,negligible,non_significant,0.0,negative,0.0016653490074815,0.9,0.001449890500627,36,0.3563561735405196,0.2506245280249448,target_shared,same_direction,significant_remember_only,0.1434035561168908,0.0,0.0,0.9,0.0982461601784112,1.0,0.3256755050470639,ml_supported_evidence,44,26,17,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.0902600490670809,0.05208933196612908,0.14132487911865516,0.1244949461708985,1.0,weak_directional_robustness,0.0,exploratory
correct,gamma_central,0.0032240221168111,0.0205134634057944,0.0205134634057944,0.4618488166486459,False,negligible,non_significant,0.0,positive,0.0067983480610636,1.0,0.0067983480610636,8,0.0055102751278641,0.0032240221168111,weak_cross_target_pattern,same_direction,significant_remember_only,0.0880521660350144,0.0,0.0,1.0,0.4776930448032486,0.5,0.3197823459890784,ml_supported_evidence,45,27,17,0.6470588235294118,0.35294117647058826,0.6470588235294118,-0.0566883528600988,-0.18547637333133052,0.4396663151475614,0.2242028733304175,1.0,weak_directional_robustness,0.0,exploratory
correct,theta_alpha_central_ratio,0.0011671837226672,0.0007727739828918,0.0007727739828918,0.9790552018633376,False,negligible,non_significant,0.0,positive,0.0024272283492597,0.8,0.001528698226299,39,0.0040230730696786,0.0011671837226672,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0,0.0,0.0,0.8,0.1545665957912004,0.5,0.2254566595791201,ml_supported_evidence,54,54,17,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.024672152042746,0.019230682046213178,0.16781118242260068,0.074437826537126,1.0,weak_directional_robustness,0.0,exploratory
remember,alpha_abs,-0.0458861984524665,-0.0169526810028491,0.0169526810028491,0.3015399647253492,False,negligible,non_significant,0.0,negative,0.0080991555730645,1.0,0.0080991555730645,2,0.0458861984524665,0.2737862285941788,target_dissociated,opposite_direction,significant_correct_only,0.0721695088166224,0.0,0.0,1.0,0.5738526880786304,0.25,0.3004276460120187,ml_supported_evidence,25,23,22,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.02401404754028395,-0.004225080718999699,0.14105147719885686,0.07648415719032485,1.0,weak_directional_robustness,0.0,exploratory
remember,theta_alpha_frontal_ratio,-0.0374592341778501,-0.0186542458605755,0.0186542458605755,0.27700194077565,False,negligible,non_significant,0.0,negative,0.0066850128870469,0.9,0.0053591236591995,9,0.0374592341778501,0.0279890214491596,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0797592372279335,0.0,0.0,0.9,0.4693149644159123,0.5,0.2968713057485746,ml_supported_evidence,28,46,22,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.0102901272273364,0.010202402386540039,0.08506375244039237,0.0572343112169387,1.0,weak_directional_robustness,0.0,exploratory
remember,beta_temporal,0.0102360165548607,0.020879038033935,0.020879038033935,0.226355094182684,False,negligible,non_significant,0.0,positive,0.0092352241343385,1.0,0.0092352241343385,2,0.0102360165548607,0.1063339822220392,target_preferential,same_direction,significant_correct_only,0.08968278982761,0.0,0.0,1.0,0.6578343276222438,0.75,0.3632041302191269,ml_supported_evidence,16,4,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.012371174100029601,-0.06158071509031959,0.34340730879885206,0.0645294112656777,1.0,weak_directional_robustness,0.0,exploratory
remember,gamma_abs,0.0061325332000337,0.0285148435528455,0.0285148435528455,0.091290198291162,False,negligible,non_significant,0.0,positive,0.0076231290700134,1.0,0.0076231290700134,10,0.0061325332000337,0.0129560515684556,weak_cross_target_pattern,same_direction,not_fdr_significant,0.123741844248584,0.0,0.0,1.0,0.5386633627551579,0.5,0.3348017973376618,ml_supported_evidence,19,39,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.027636058275061652,0.025495370910866674,0.14602662106128272,0.08251822977106155,1.0,weak_directional_robustness,0.0,exploratory
remember,delta_theta_ratio,-0.4211713678033959,-0.0365942103721929,0.0365942103721929,0.0528720554185598,False,negligible,non_significant,0.0,negative,0.0009875659959552,0.8,0.0008521610899551,34,0.4211713678033959,1.1145766762746154,target_shared,same_direction,significant_correct_only,0.1597793773556907,0.0,0.0,0.8,0.0481423807912285,1.0,0.3047590824180455,ml_supported_evidence,23,24,22,0.5909090909090909,0.4090909090909091,0.5909090909090909,-0.0103091462388365,-0.00018999032316373288,0.0921890152883362,0.040743388662414504,1.0,weak_directional_robustness,0.0,exploratory
remember,alpha_beta_parietal_ratio,-0.1230716605649302,-0.0150416495942942,0.0150416495942942,0.3612440624792554,False,negligible,non_significant,0.0,negative,0.007165682023854,1.0,0.007165682023854,10,0.1230716605649302,0.9835138032318582,target_dissociated,opposite_direction,significant_correct_only,0.0636454673670376,0.0,0.0,1.0,0.5048474873314354,0.25,0.2913961155749029,ml_supported_evidence,30,22,22,0.5909090909090909,0.4090909090909091,0.5909090909090909,-0.007146879630928599,-0.00889987824774338,0.14266027024489641,0.07714984341323605,1.0,weak_directional_robustness,0.0,exploratory
remember,gamma_temporal,0.0114701590569815,0.0312448118356394,0.0312448118356394,0.0695944480178895,False,negligible,non_significant,0.0,positive,0.0034077225873289,0.9,0.0030624988275377,17,0.0114701590569815,0.0824967064193827,weak_cross_target_pattern,same_direction,significant_correct_only,0.1359187047095976,0.0,0.0,0.9,0.2270477087125688,0.5,0.2866844470486563,ml_supported_evidence,31,14,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.02027048990149495,-0.05651817964866923,0.34933108581829925,0.0564504930751655,1.0,weak_directional_robustness,0.0,exploratory
remember,beta_central,0.0062002185686043,0.0299242403666285,0.0299242403666285,0.075235628328045,False,negligible,non_significant,0.0,positive,0.0021501764855749,0.9,0.00186987814748,30,0.0062002185686043,0.0159778114775971,weak_cross_target_pattern,same_direction,significant_correct_only,0.1300283745514448,0.0,0.0,0.9,0.13408608031529,0.5,0.2759157016693903,ml_supported_evidence,34,33,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.017305056347534098,-0.009108361260200665,0.14535744246445037,0.07028060975625225,1.0,weak_directional_robustness,0.0,exploratory
remember,beta_frontoparietal_ratio,-0.0463761073516613,-0.0227937422186211,0.0227937422186211,0.1999256381151888,False,negligible,non_significant,0.0,negative,0.0044128902309478,0.6,0.0026477341385687,26,0.0463761073516613,0.178807458673208,target_preferential,same_direction,significant_correct_only,0.0982232134757486,0.0,0.0,0.6,0.3013527547325388,0.75,0.249691078842191,ml_supported_evidence,41,35,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.0250422045529727,0.009995618660365795,0.1581891824320837,0.09195543822784136,1.0,weak_directional_robustness,0.0,exploratory
remember,alpha_beta_temporal_ratio,-0.0396094661899448,-0.0080214744846278,0.0080214744846278,0.6195672198226734,False,negligible,non_significant,0.0,negative,0.0018276411525332,0.9,0.0014882095604522,38,0.0396094661899448,0.0317793366853029,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0323323956141296,0.0,0.0,0.9,0.1102432886010192,0.5,0.2491074277636343,ml_supported_evidence,42,52,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.0315087420271479,0.05233680591085687,0.14861785617934786,0.051572982540316045,1.0,weak_directional_robustness,0.0,exploratory
remember,alpha_frontal,-0.0242559269682092,-0.0136974350604846,0.0136974350604846,0.3941173734800816,False,negligible,non_significant,0.0,negative,0.0021939683097671,0.9,0.0020589928651441,34,0.0242559269682092,0.1761544002949546,target_dissociated,opposite_direction,significant_correct_only,0.0576496787305798,0.0,0.0,0.9,0.137323305003686,0.25,0.2331447501830135,ml_supported_evidence,47,36,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.031058370447483198,-0.0030707927750683456,0.10824655871385147,0.07350393800765509,1.0,weak_directional_robustness,0.0,exploratory
remember,theta_alpha_central_ratio,-0.0040230730696786,-0.0026636156982537,0.0026636156982537,0.8787550533952064,False,negligible,non_significant,0.0,negative,0.0024272283492597,0.8,0.001528698226299,39,0.0040230730696786,0.0011671837226672,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0084339865290528,0.0,0.0,0.8,0.1545665957912004,0.5,0.2275651562113833,ml_supported_evidence,48,54,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.0018794202919669499,0.024055814630122893,0.09713182792905818,0.05481458897399255,1.0,weak_directional_robustness,0.0,exploratory
remember,beta_occipital,0.0124622517896336,0.0232360755883752,0.0232360755883752,0.1912390089786783,False,negligible,non_significant,0.0,positive,0.0011811024770591,0.6,0.0007086614862355,48,0.0124622517896336,0.03696126697373,weak_cross_target_pattern,same_direction,significant_correct_only,0.1001962150504164,0.0,0.0,0.6,0.0624491854583557,0.5,0.2012939723084396,ml_supported_evidence,52,42,22,0.5909090909090909,0.5909090909090909,0.4090909090909091,0.01008362228756505,-0.011332306790655403,0.10972234743933001,0.0521747442269642,1.0,weak_directional_robustness,0.0,exploratory
correct,gamma_abs,0.0129560515684556,0.0602417604193382,0.0602417604193382,0.2323581920120306,False,negligible,non_significant,0.0,positive,0.0076231290700134,1.0,0.0076231290700134,10,0.0061325332000337,0.0129560515684556,weak_cross_target_pattern,same_direction,not_fdr_significant,0.2652578618435131,0.0,0.0,1.0,0.5386633627551579,0.5,0.370180801736394,ml_supported_evidence,40,39,17,0.5882352941176471,0.4117647058823529,0.5882352941176471,-0.0685925280951577,-0.05686524273293527,0.4424956019022688,0.2711822566316816,1.0,weak_directional_robustness,0.0,exploratory
correct,beta_rel,-0.0015474107262714,-0.0341803801682514,0.0341803801682514,0.352561982543611,False,negligible,non_significant,0.0,negative,0.0106082600620509,0.9,0.008503849304595,3,0.0014700022763138,0.0015474107262714,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.149012631912079,0.0,0.0,0.9,0.7593333148244457,0.5,0.3431864894604644,ml_supported_evidence,41,40,17,0.5882352941176471,0.4117647058823529,0.5882352941176471,-0.0116664289571332,0.004003613901954628,0.28982661786688485,0.2273525759478741,1.0,weak_directional_robustness,0.0,exploratory
correct,alpha_occipital,0.3252131024252485,0.0299271492552854,0.0299271492552854,0.4467871442454787,False,negligible,non_significant,0.0,positive,0.0019089796640454,0.8,0.0011647881682126,23,0.0827543413084308,0.3252131024252485,target_shared,same_direction,not_fdr_significant,0.1300413494755474,0.0,0.0,0.8,0.1162560784868456,1.0,0.3041359452175715,ml_supported_evidence,47,47,17,0.5882352941176471,0.4117647058823529,0.5882352941176471,-0.0226737443574212,-0.0353875819230478,0.22440547552857584,0.1026555618726541,1.0,weak_directional_robustness,0.0,exploratory
correct,theta_alpha_frontal_ratio,-0.0279890214491596,-0.0139376584825778,0.0139376584825778,0.7103693696157518,False,negligible,non_significant,0.0,negative,0.0066850128870469,0.9,0.0053591236591995,9,0.0374592341778501,0.0279890214491596,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0587211809559838,0.0,0.0,0.9,0.4693149644159123,0.5,0.2916117916805872,ml_supported_evidence,48,46,17,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.0808250903691507,0.05565969462472302,0.23154185563218666,0.1275727823393735,1.0,weak_directional_robustness,0.0,exploratory
correct,gamma_rel,-0.0012532810482517,-0.0383588679762054,0.0383588679762054,0.3147258418455821,False,negligible,non_significant,0.0,negative,0.0068870528335955,0.7,0.0042785059351315,16,0.0002476360551346,0.0012532810482517,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.167650527193203,0.0,0.0,0.7,0.4842503710831188,0.5,0.2803376689066126,ml_supported_evidence,49,51,17,0.5882352941176471,0.4117647058823529,0.5882352941176471,-0.0680082285851119,-0.10166472404316662,0.35990353611203485,0.2943393746390326,1.0,weak_directional_robustness,0.0,exploratory
correct,theta_alpha_ratio,0.0160163635110861,0.0112119990113349,0.0112119990113349,0.7615209718709419,False,negligible,non_significant,0.0,positive,0.0058340915162535,0.8,0.0046672732130027,12,0.0195697834671273,0.0160163635110861,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0465635396915228,0.0,0.0,0.8,0.4064122714993907,0.5,0.2622821120728198,ml_supported_evidence,51,50,17,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.0618279945127793,0.05985120385013264,0.19921102669491386,0.1103222594241936,1.0,weak_directional_robustness,0.0,exploratory
correct,alpha_beta_temporal_ratio,-0.0317793366853029,-0.0064357181233943,0.0064357181233943,0.8906554669090857,False,negligible,non_significant,0.0,negative,0.0018276411525332,0.9,0.0014882095604522,38,0.0396094661899448,0.0317793366853029,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0252592240840401,0.0,0.0,0.9,0.1102432886010192,0.5,0.2473391348811119,ml_supported_evidence,53,52,17,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.0617200039401055,0.06494299068767259,0.24670435892162448,0.1737495673527183,1.0,weak_directional_robustness,0.0,exploratory
correct,theta_alpha_temporal_ratio,-0.0099048116899713,-0.0050391154361881,0.0050391154361881,0.8906554669090857,False,negligible,non_significant,0.0,negative,0.0014346148991075,0.5,0.0008195341525291,45,0.0404204162061454,0.0099048116899713,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0190297612185661,0.0,0.0,0.5,0.0811895938932283,0.5,0.1628763996939644,exploratory_evidence,55,55,17,0.5882352941176471,0.4117647058823529,0.5882352941176471,-0.019445121900486,0.058508311526769,0.18447728512064815,0.0885577012001382,1.0,weak_directional_robustness,0.0,exploratory
remember,beta_abs,0.0058254016788378,0.0175784192476756,0.0175784192476756,0.2888167647544805,False,negligible,non_significant,0.0,positive,0.0108452052113663,1.0,0.0108452052113663,6,0.0058254016788378,0.0324235303582391,weak_cross_target_pattern,same_direction,significant_correct_only,0.0749605768815502,0.0,0.0,1.0,0.7768490201258077,0.5,0.3464250462329684,ml_supported_evidence,17,16,22,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0064287775629291,0.011882839884920149,0.1218529682992227,0.055005282455146,1.0,weak_directional_robustness,0.0,exploratory
remember,beta_rel,0.0014700022763138,0.032473857696238,0.032473857696238,0.0624524551161886,False,negligible,non_significant,0.0,positive,0.0106082600620509,0.9,0.008503849304595,3,0.0014700022763138,0.0015474107262714,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.1414007903583653,0.0,0.0,0.9,0.7593333148244457,0.5,0.3412835290720359,ml_supported_evidence,18,40,22,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0168174660327096,0.01053903365996976,0.07522371738077677,0.0497929152471552,1.0,weak_directional_robustness,0.0,exploratory
remember,delta_central,-0.0850755417405622,-0.0314666493462431,0.0314666493462431,0.0704710631615681,False,negligible,non_significant,0.0,negative,0.0003982105572552,1.0,0.0003982105572552,48,0.0850755417405622,0.3607989816160346,target_shared,same_direction,significant_correct_only,0.136908197675016,0.0,0.0,1.0,0.0045754362395168,1.0,0.3346845930427057,ml_supported_evidence,20,15,22,0.5454545454545454,0.45454545454545453,0.5454545454545454,-0.0058486340347987,-0.002242849784410514,0.09683486801740103,0.0458815621830595,1.0,weak_directional_robustness,0.0,exploratory
remember,delta_occipital,0.4747954999468851,0.0174170614251832,0.0174170614251832,0.288006678655872,False,negligible,non_significant,0.0,positive,0.0019900991317369,1.0,0.0019900991317369,28,0.4747954999468851,0.4761461561323274,target_shared,same_direction,not_fdr_significant,0.0742408499524256,0.0,0.0,1.0,0.1222526759879644,1.0,0.3307854800869029,ml_supported_evidence,21,41,22,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0202226940751393,0.009659547749774438,0.09945141378610052,0.0588386085199204,1.0,weak_directional_robustness,0.0,exploratory
remember,delta_frontoparietal_diff,-0.2501825786103073,-0.0224228531334693,0.0224228531334693,0.2099856088182827,False,negligible,non_significant,0.0,negative,0.001944859825804,0.9,0.0019363082316852,29,0.2501825786103073,1.5195109433680205,target_shared,same_direction,significant_correct_only,0.0965688848650936,0.0,0.0,0.9,0.1189084490516963,1.0,0.3160330661214431,ml_supported_evidence,22,18,22,0.5454545454545454,0.45454545454545453,0.5454545454545454,-0.0035818687385868,-0.008891798665416483,0.08336839340623792,0.0617559080020673,1.0,weak_directional_robustness,0.0,exploratory
remember,beta_parietal,0.00543485157311,0.0152807745495806,0.0152807745495806,0.3558232428929716,False,negligible,non_significant,0.0,positive,0.007564677691506,0.9,0.0065440283050774,7,0.00543485157311,0.0551153219768879,weak_cross_target_pattern,same_direction,significant_correct_only,0.0647120699468626,0.0,0.0,0.9,0.5343424592745308,0.5,0.2996122634141688,ml_supported_evidence,26,19,22,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.005094234456075399,-0.005930338816362909,0.1370314278828085,0.064299692191584,1.0,weak_directional_robustness,0.0,exploratory
remember,gamma_frontal,0.0004946483939569,0.001376924039651,0.001376924039651,0.9318645678505734,False,negligible,non_significant,0.0,positive,0.0068434442582831,1.0,0.0068434442582831,11,0.0004946483939569,0.0095864648697016,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0026947752415428,0.0,0.0,1.0,0.4810266927086468,0.5,0.2987763630812504,ml_supported_evidence,27,45,22,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0143858938803237,0.020143744628534934,0.18286675129026012,0.07021037319108894,1.0,weak_directional_robustness,0.0,exploratory
remember,theta_alpha_ratio,-0.0195697834671273,-0.0136997910549058,0.0136997910549058,0.3941173734800816,False,negligible,non_significant,0.0,negative,0.0058340915162535,0.8,0.0046672732130027,12,0.0195697834671273,0.0160163635110861,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.057660187502969,0.0,0.0,0.8,0.4064122714993907,0.5,0.2650562740256814,ml_supported_evidence,36,50,22,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0072135815711985,0.013720792059534921,0.07706401896073187,0.045885433783094495,1.0,weak_directional_robustness,0.0,exploratory
remember,theta_frontoparietal_ratio,0.0131054124356159,0.0196324079613274,0.0196324079613274,0.2459270338739749,False,negligible,non_significant,0.0,positive,0.0015131245254845,1.0,0.0015131245254845,40,0.0131054124356159,0.095871240909116,target_dissociated,opposite_direction,significant_correct_only,0.0841222708515029,0.0,0.0,1.0,0.0869932639954159,0.25,0.2547298941124173,ml_supported_evidence,39,28,22,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.01235521432324275,0.007059147266353017,0.11787734983533393,0.03942596505488345,1.0,weak_directional_robustness,0.0,exploratory
