input_trials,final_trials,excluded_trials,excluded_percent,subjects,runs,target_trials,not_shown_trials,remembered_correct,ignored_correct,remembered_incorrect,ignored_incorrect
1344,1332,12,0.89,23,79,734,598,701,574,24,33
