target,feature,n,subjects,beta,se,odds_ratio,ci_low,ci_high,p_value,singular,converged,p_fdr,effect_direction,effect_magnitude,fdr_significant
target_correct,delta_frontoparietal_diff,21067,23,0.07808599096018519,0.04703169165740086,1.0812156294428459,0.9860027604993689,1.1856226819886653,0.09685722260151589,FALSE,TRUE,0.5827241271031729,positive,very_small,FALSE
target_correct,delta_parietal,21067,23,0.070340921238003,0.04826562628762549,1.0728738844055816,0.9760321951434985,1.179324183737904,0.14501401377074016,FALSE,TRUE,0.6214886304460292,positive,very_small,FALSE
target_correct,beta_frontoparietal_diff,21067,23,0.07732477707553206,0.05486742307938593,1.0803929062672892,0.9702365491032465,1.203055927950276,0.1587458446282803,FALSE,TRUE,0.6349833785131213,positive,very_small,FALSE
target_correct,theta_frontoparietal_ratio,21067,23,-0.047233856360214585,0.035565960001535835,0.9538643042711565,0.8896357782275509,1.0227299005166297,0.18415710193872645,FALSE,TRUE,0.6905891322702242,negative,very_small,FALSE
target_correct,theta_alpha_beta_ratio,21067,23,0.054827625444738654,0.04353011141248387,1.0563585096525112,0.9699687806265568,1.150442491761907,0.20783776548092947,FALSE,TRUE,0.6927925516030983,positive,very_small,FALSE
target_correct,alpha_beta_central_ratio,21067,23,0.06530726661560543,0.051716036637689776,1.0674869771078095,0.9645861157951067,1.1813651758355008,0.20665928844870135,FALSE,TRUE,0.6927925516030983,positive,very_small,FALSE
target_correct,theta_abs,21067,23,0.056641332233877954,0.05374629984022709,1.0582761727668533,0.9524654787188083,1.1758415216817486,0.2919448317131265,FALSE,TRUE,0.6982259522172423,positive,very_small,FALSE
target_correct,gamma_abs,21067,23,-0.034008271606399666,0.03461295764336138,0.9665635095715293,0.9031653155815443,1.034411975213724,0.32583877770137976,FALSE,TRUE,0.6982259522172423,negative,very_small,FALSE
target_correct,theta_alpha_ratio,21067,23,0.04724391341978014,0.042384224175734994,1.0483776912841298,0.9648051009540717,1.1391894409506893,0.2649970170082285,FALSE,TRUE,0.6982259522172423,positive,very_small,FALSE
target_correct,delta_central,21067,23,0.04670947724672994,0.04450903802686584,1.047817550016099,0.9602820483698012,1.143332440698646,0.2939765620682489,FALSE,TRUE,0.6982259522172423,positive,very_small,FALSE
target_correct,theta_central,21067,23,0.05627846187724066,0.05539427202658251,1.0578922253803962,0.949049509745831,1.1792176794022131,0.3096475986871397,FALSE,TRUE,0.6982259522172423,positive,very_small,FALSE
target_correct,delta_occipital,21067,23,0.13109062845443364,0.11347495361954077,1.1400710995118284,0.9127253358261468,1.4240451764885425,0.24799279711207367,FALSE,TRUE,0.6982259522172423,positive,very_small,FALSE
target_correct,alpha_temporal,21067,23,-0.048022377879070384,0.045173336782258405,0.953112458203528,0.8723521298311058,1.0413493896766777,0.2877506221379,FALSE,TRUE,0.6982259522172423,negative,very_small,FALSE
target_correct,theta_alpha_parietal_ratio,21067,23,0.05292228940436936,0.0433761650150012,1.0543477079473176,0.9684145841103928,1.1479061834606175,0.22243544087668118,FALSE,TRUE,0.6982259522172423,positive,very_small,FALSE
target_correct,delta_frontoparietal_ratio,21067,23,0.05800098409870752,0.049210250791111146,1.0597160385749582,0.9622787518498706,1.167019515139628,0.2385430615268473,FALSE,TRUE,0.6982259522172423,positive,very_small,FALSE
target_correct,alpha_frontoparietal_ratio,21067,23,-0.03400591648172165,0.033808266613611256,0.9665657859517841,0.9045930372247041,1.0327842246485468,0.3144895596920639,FALSE,TRUE,0.6982259522172423,negative,very_small,FALSE
target_correct,beta_rel,21067,23,-0.03441396444706701,0.03873844363141495,0.9661714612066303,0.8955284267704124,1.042387114183115,0.37434323859727725,FALSE,TRUE,0.7189541462024842,negative,very_small,FALSE
target_correct,theta_frontal,21067,23,0.04591183428792662,0.05041966164895597,1.0469820989653373,0.948464704186029,1.155732533552312,0.36250940719446256,FALSE,TRUE,0.7189541462024842,positive,very_small,FALSE
target_correct,beta_occipital,21067,23,0.04694839119142333,0.05270452710166805,1.0480679181473203,0.9452059091645733,1.1621238826368823,0.3730446356215087,FALSE,TRUE,0.7189541462024842,positive,very_small,FALSE
target_correct,alpha_beta_frontal_ratio,21067,23,-0.03484815064881549,0.03998312546934909,0.9657520539466626,0.8929585849928398,1.0444796045156746,0.38344221130799155,FALSE,TRUE,0.7189541462024842,negative,very_small,FALSE
target_correct,theta_alpha_frontal_ratio,21067,23,0.031712459997683407,0.04026448832494723,1.0322206578990483,0.9538909358103146,1.1169825045967512,0.43092854956780463,FALSE,TRUE,0.7639900899158508,positive,very_small,FALSE
target_correct,alpha_beta_temporal_ratio,21067,23,-0.029500449197842192,0.03761893236093887,0.9709304415012371,0.9019163003530241,1.0452255069176568,0.43292771761898213,FALSE,TRUE,0.7639900899158508,negative,very_small,FALSE
target_correct,alpha_frontal,21067,23,-0.02783688942331676,0.04340090164387779,0.9725469865644447,0.8932376066292723,1.0588981409379299,0.5212695511444976,FALSE,TRUE,0.8687825852408293,negative,very_small,FALSE
target_correct,alpha_beta_parietal_ratio,21067,23,0.027820613148747543,0.042636610047874425,1.0282112203034683,0.9457782527397838,1.1178289525005867,0.5140752682598542,FALSE,TRUE,0.8687825852408293,positive,very_small,FALSE
target_correct,theta_rel,21067,23,0.025516376593912135,0.04173584774584047,1.02584470597505,0.9452688590818219,1.1132889343241816,0.5409494038512535,FALSE,TRUE,0.8772152494885191,positive,very_small,FALSE
target_correct,gamma_frontal,21067,23,-0.01987191346515265,0.03602331138726712,0.9803242315992727,0.9134947924983629,1.0520427778600905,0.5811947596153504,FALSE,TRUE,0.894145784023616,negative,very_small,FALSE
target_correct,beta_parietal,21067,23,0.038163696436368605,0.06867844267841336,1.038901283397617,0.9080588849534096,1.1885967909455484,0.5784250575595866,FALSE,TRUE,0.894145784023616,positive,very_small,FALSE
target_correct,theta_alpha_temporal_ratio,21067,23,0.01985539951178224,0.0381859020789925,1.020053829080242,0.9464955891023146,1.0993287514505112,0.6030867480029751,FALSE,TRUE,0.8955378083445141,positive,very_small,FALSE
target_correct,theta_frontoparietal_diff,21067,23,0.02108694566841624,0.04156777179601722,1.0213108463315108,0.941401188954418,1.1080035345960157,0.6119508357020846,FALSE,TRUE,0.8955378083445141,positive,very_small,FALSE
target_correct,alpha_abs,21067,23,-0.01472556905268989,0.04451062324376132,0.9853823219047931,0.9030599024508759,1.0752092055989608,0.7407708698001513,FALSE,TRUE,0.9086975917369355,negative,very_small,FALSE
target_correct,theta_beta_ratio,21067,23,0.021534735600028214,0.047389614509184254,1.021768281455322,0.9311369535314642,1.1212211233037306,0.6495273652102185,FALSE,TRUE,0.9086975917369355,positive,very_small,FALSE
target_correct,alpha_beta_ratio,21067,23,-0.011887042027675949,0.04088393891701572,0.9881833297430158,0.9120873068404614,1.0706280921337286,0.7712418399664979,FALSE,TRUE,0.9086975917369355,negative,very_small,FALSE
target_correct,beta_central,21067,23,-0.020763177055082054,0.05433591801732453,0.9794508935503365,0.8805033236092287,1.0895178100455474,0.7023677702068565,FALSE,TRUE,0.9086975917369355,negative,very_small,FALSE
target_correct,theta_parietal,21067,23,0.014983001860116323,0.05049286672975165,1.0150958097284999,0.9194468709929201,1.1206949911261301,0.7666688178378279,FALSE,TRUE,0.9086975917369355,positive,very_small,FALSE
target_correct,alpha_parietal,21067,23,-0.012140885533410938,0.04227753725724206,0.9879325176571413,0.9093685162381776,1.0732839789548483,0.7739813380022598,FALSE,TRUE,0.9086975917369355,negative,very_small,FALSE
target_correct,theta_occipital,21067,23,0.01356490551784463,0.04649723285438731,1.0136573262688002,0.9253625513304484,1.110376871876989,0.7704886662149758,FALSE,TRUE,0.9086975917369355,positive,very_small,FALSE
target_correct,alpha_occipital,21067,23,-0.011753860362637694,0.03768897376095293,0.9883149464085028,0.9179390830157481,1.0640863335782864,0.755143353452614,FALSE,TRUE,0.9086975917369355,negative,very_small,FALSE
target_correct,beta_temporal,21067,23,0.029324493527340664,0.07008628400847945,1.0297586902959575,0.8975875423718302,1.1813922432991701,0.6756505948159722,FALSE,TRUE,0.9086975917369355,positive,very_small,FALSE
target_correct,beta_frontoparietal_ratio,21067,23,0.010871055022315616,0.040336499125434154,1.010930359647421,0.9340843977083602,1.094098343323305,0.7875379128386776,FALSE,TRUE,0.9086975917369355,positive,very_small,FALSE
target_correct,gamma_frontoparietal_ratio,21067,23,0.012080514485871423,0.040957669592829676,1.0121537786265895,0.9340768926949322,1.0967568939987349,0.768031145962824,FALSE,TRUE,0.9086975917369355,positive,very_small,FALSE
target_correct,alpha_rel,21067,23,0.00813163235561701,0.04082908737746228,1.008164783875734,0.930630115324337,1.09215918839353,0.8421354553785192,FALSE,TRUE,0.9287087233441627,positive,very_small,FALSE
target_correct,alpha_central,21067,23,0.01047470279031427,0.05496687585240383,1.0105297545385858,0.907319733015287,1.1254801892318251,0.8488672675096481,FALSE,TRUE,0.9287087233441627,positive,very_small,FALSE
target_correct,theta_alpha_central_ratio,21067,23,-0.006019986356036614,0.03724768416263632,0.99399809745553,0.924016410409424,1.0692799463457845,0.8716047759429164,FALSE,TRUE,0.9287087233441627,negative,very_small,FALSE
target_correct,alpha_beta_occipital_ratio,21067,23,0.005907180549614551,0.039775992025638564,1.0059246623463955,0.9304808682598743,1.0874854721183804,0.881939342832049,FALSE,TRUE,0.9287087233441627,positive,very_small,FALSE
target_correct,gamma_frontoparietal_diff,21067,23,-0.006038259194462382,0.04077479280706691,0.993979934454845,0.9176338234242031,1.0766779568042664,0.8822732871769545,FALSE,TRUE,0.9287087233441627,negative,very_small,FALSE
target_correct,delta_theta_ratio,21067,23,-0.003188133931344762,0.025512666350880037,0.9968169427711352,0.948197030749583,1.0479298976607025,0.9005530097722647,FALSE,TRUE,0.929565001946991,negative,very_small,FALSE
target_correct,alpha_frontoparietal_diff,21067,23,0.004461038907918889,0.0413428618209735,1.004471004154929,0.9262871731134035,1.0892539889079151,0.9140722519145412,FALSE,TRUE,0.929565001946991,positive,very_small,FALSE
target_correct,delta_rel,21067,23,0.002702837040409777,0.04141217540221931,1.00270649299752,0.924534393340524,1.0874882733854876,0.9479616358853572,FALSE,TRUE,0.9479616358853572,positive,very_small,FALSE
target_remember,beta_abs,21067,23,0.03236245839357118,0.022122621570699847,1.0328918177736754,0.989062375699124,1.078663523591915,0.1435037092584299,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,delta_theta_ratio,21067,23,-0.037715409640369575,0.02527041497528711,0.962986958702833,0.9164521496022993,1.0118846718120078,0.13557521524148877,FALSE,TRUE,0.9508398969576511,negative,very_small,FALSE
target_remember,beta_central,21067,23,0.027220476918421298,0.020288400921765103,1.0275943386227744,0.9875335689726962,1.0692802330436755,0.17970081105791563,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,gamma_central,21067,23,0.02263559184399787,0.01745999152177082,1.0228937208076627,0.9884808676023714,1.058504618916546,0.19482866317858724,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,delta_parietal,21067,23,0.022576482197634473,0.016510409890529293,1.0228332597084933,0.990263785655665,1.0564739338349214,0.1714971596183964,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,beta_parietal,21067,23,0.03739848251355799,0.02289456045820245,1.038106605759109,0.9925530112736658,1.0857508996298488,0.10236187969985795,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,gamma_parietal,21067,23,0.05551670297796084,0.02316879972660215,1.0570866734203745,1.010157092122792,1.1061964954131327,0.01656677978062529,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,gamma_occipital,21067,23,0.0240232797281068,0.0197049527753934,1.0243141633682815,0.985507612699274,1.0646488081437377,0.22278752433917345,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,theta_alpha_occipital_ratio,21067,23,0.018152980903965273,0.014817192422219171,1.0183187477970275,0.9891703512430376,1.048326075293095,0.22052639727013876,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,alpha_beta_occipital_ratio,21067,23,-0.022588520229774166,0.01592222867187004,0.9776646902597917,0.9476253185717065,1.008656298906652,0.1559928278398688,FALSE,TRUE,0.9508398969576511,negative,very_small,FALSE
target_remember,alpha_beta_temporal_ratio,21067,23,0.027832022729162707,0.016388292314018386,1.028222951828996,0.9957201545478207,1.0617867217401578,0.0894536193119411,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,theta_frontoparietal_diff,21067,23,0.019405650937137444,0.01643529840028653,1.0195951644741599,0.987274133510602,1.0529743099036897,0.23770997423941279,FALSE,TRUE,0.9508398969576511,positive,very_small,FALSE
target_remember,beta_frontoparietal_diff,21067,23,-0.032296032606864776,0.018078356582121816,0.9682199149844362,0.9345131210129045,1.0031424735442787,0.0740268512303819,FALSE,TRUE,0.9508398969576511,negative,very_small,FALSE
target_remember,gamma_frontoparietal_diff,21067,23,-0.025787284147179644,0.01645974024365095,0.9745423681732049,0.9436042994513697,1.0064948071101754,0.11718754293875851,FALSE,TRUE,0.9508398969576511,negative,very_small,FALSE
target_remember,gamma_frontoparietal_ratio,21067,23,-0.03234022300284024,0.01790242239185081,0.9681771299083534,0.9347941158512734,1.0027523055426597,0.070844659463387,FALSE,TRUE,0.9508398969576511,negative,very_small,FALSE
target_remember,alpha_beta_frontal_ratio,21067,23,0.019435663185192728,0.017376904750481273,1.0196257652763492,0.9854833277118183,1.054951080328574,0.26336344980984766,FALSE,TRUE,0.9876129367869287,positive,very_small,FALSE
target_remember,delta_abs,21067,23,0.012590815211582904,0.015929537854214217,1.012670413242653,0.9815414067101014,1.0447866578489924,0.42929022597139116,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_abs,21067,23,0.013085309270376077,0.01885775105956478,1.013171296577227,0.9764068911205744,1.051319983034836,0.4877477235785045,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_abs,21067,23,0.006733333958969778,0.01897168303051419,1.0067560538169091,0.9700078014541268,1.044896495036002,0.7226533072004957,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,gamma_abs,21067,23,0.01300081740176567,0.016788148144292105,1.013085695457507,0.9802928230082398,1.0469755589876368,0.43869162574498666,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,delta_rel,21067,23,0.006529902679071881,0.016107220358442063,1.0065512689748637,0.9752706573517169,1.0388351678969179,0.6851818890928729,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_rel,21067,23,-0.008974810143094949,0.016332065043089893,0.9910653432526366,0.9598428962733886,1.0233034160172676,0.582648065078001,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,alpha_rel,21067,23,0.0017578091824368778,0.016190297517590616,1.0017593550346362,0.970469626174927,1.0340579224048023,0.9135421563534486,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,beta_rel,21067,23,-0.0011134182438275598,0.016149702993442174,0.9988872013762785,0.9677641809447224,1.0310111292808075,0.9450345339557145,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,gamma_rel,21067,23,-0.009853415589530049,0.016395617199416245,0.9901949702574989,0.9588804957141206,1.0225320918568042,0.5478542187636519,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,theta_alpha_ratio,21067,23,0.0010398885751197033,0.015362744266921063,1.00104042944671,0.9713474087420966,1.0316411330983608,0.9460332174372321,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_beta_ratio,21067,23,0.009869216958783811,0.017097619229497915,1.0099180782892112,0.9766351686081721,1.0443352416941,0.5637857445222851,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_beta_ratio,21067,23,-7.123227726463224e-4,0.01729630157363694,0.9992879308689914,0.9659791065275686,1.0337453077738294,0.9671495828639105,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,theta_alpha_beta_ratio,21067,23,0.005023119671521455,0.015562806943068204,1.0050357566873596,0.9748418932169602,1.0361648173395919,0.7468736940498355,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,delta_frontal,21067,23,0.005427814776305617,0.01566575449407186,1.0054425720507647,0.9750397261627042,1.0367934131981886,0.7289846905632431,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_frontal,21067,23,0.011920187868292322,0.01763072798118329,1.0119915164426136,0.9776182339644094,1.0475733714568836,0.49897525971593804,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_frontal,21067,23,0.011012813483401973,0.018236216835245907,1.011073677737506,0.9755731139336771,1.0478660873419106,0.545911509300115,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,beta_frontal,21067,23,-0.012456188387859383,0.019417885233654036,0.987621068817256,0.9507394360167851,1.0259334351988725,0.5212107583197022,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,gamma_frontal,21067,23,-0.012543430136333238,0.015914037269537065,0.987534910786726,0.9572076382598997,1.0188230442826398,0.4305802450821494,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,delta_central,21067,23,0.012563903116788894,0.01593591514389083,1.012643160527212,0.9815027233722053,1.0447715998579776,0.4304617574420127,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_central,21067,23,0.006750145018037087,0.018442021678374308,1.0067729785946575,0.9710316485316387,1.0438298607064744,0.7143503037420712,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_central,21067,23,0.004868663550463742,0.018756044381941946,1.004880534750655,0.9686100401478509,1.0425092114124963,0.7951890177477532,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_parietal,21067,23,-0.005899783988737432,0.018697949397545092,0.9941175855611678,0.9583446892776988,1.0312258052651404,0.7523584641712044,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,alpha_parietal,21067,23,-0.004446460568490689,0.018289214849587492,0.9955634103017383,0.9605076601139447,1.0318985939310967,0.8079130034594517,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,delta_occipital,21067,23,0.013971355118221701,0.016047284456153096,1.0140694106240693,0.9826705894063077,1.0464715039296426,0.38395253971030757,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_occipital,21067,23,0.007295542561109085,0.01728040559693977,1.0073222198674199,0.9737759307121017,1.0420241686366183,0.6728893758366739,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_occipital,21067,23,-0.008095721566422052,0.01701968365361319,0.9919369605328916,0.9593931771424317,1.0255846686359702,0.634310809697496,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,beta_occipital,21067,23,0.01485104288445068,0.01920837337664731,1.0149618675628753,0.9774605275765786,1.0539019873884508,0.43943087100205347,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,delta_temporal,21067,23,-0.006605005075201028,0.014888549693603382,0.9934167600249243,0.9648462058941398,1.0228333314363423,0.6573102204053063,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,theta_temporal,21067,23,0.0032194476966588173,0.017341872648336185,1.0032246356843857,0.9696979742770523,1.0379104590730153,0.8527224498131767,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_temporal,21067,23,0.006966489088025802,0.018407323772677293,1.0069908115209827,0.9713078025497344,1.0439847099197632,0.7050867511969804,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,beta_temporal,21067,23,0.004082168346642206,0.021431509341081477,1.0040905117450365,0.9627865046341825,1.0471664807552337,0.8489368729919899,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,gamma_temporal,21067,23,5.391832980807397e-4,0.019144177424251688,1.0005393286835238,0.9636921282139191,1.0387953983787843,0.9775310711561565,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_alpha_frontal_ratio,21067,23,-1.5927224337851408e-4,0.015003869999014381,0.9998407404397719,0.9708659658568357,1.0296802456772542,0.9915302867007579,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,theta_alpha_central_ratio,21067,23,0.001747804443390636,0.01495077719886549,1.0017493327438372,0.9728204765891681,1.0315384490786288,0.9069361927102499,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_beta_central_ratio,21067,23,0.0048452326155167934,0.01824672340069205,1.0048569897360577,0.9695547385938084,1.041444623627834,0.7905935976842766,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_alpha_parietal_ratio,21067,23,0.0018757684911613237,0.015154287866383946,1.0018775288453778,0.9725569588170724,1.0320820530924988,0.9014909965589988,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_beta_parietal_ratio,21067,23,-0.00680039804597705,0.016684536044624516,0.993222672335267,0.961267946194447,1.0262396460281635,0.6835769956987812,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,theta_alpha_temporal_ratio,21067,23,-0.0013359547585233525,0.015009108234891759,0.9986649372317713,0.9697142806566654,1.028479910784412,0.9290742786872407,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,delta_frontoparietal_diff,21067,23,-0.0033332002470339733,0.015315932261121308,0.9966723486979491,0.9671976324933707,1.027045287629873,0.8277177179513642,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
target_remember,delta_frontoparietal_ratio,21067,23,0.01128349365062429,0.014745555467213239,1.0113473923725604,0.9825364908982039,1.041003115440267,0.44414460210280415,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,theta_frontoparietal_ratio,21067,23,0.014074859619177883,0.01472142911391363,1.014174376804493,0.9853295340313614,1.043863632462726,0.3390319668767654,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_frontoparietal_diff,21067,23,0.010626553192381491,0.0177441150798967,1.0106832155393757,0.9761374111520708,1.0464516066108214,0.5492545046302385,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,alpha_frontoparietal_ratio,21067,23,0.006408289337581065,0.01484611877951125,1.0064288663547085,0.9775653809566115,1.0361445717736404,0.6659976649904906,FALSE,TRUE,0.9915302867007579,positive,very_small,FALSE
target_remember,beta_frontoparietal_ratio,21067,23,-0.011453039467861767,0.016954441126172698,0.9886122969173825,0.956299869514289,1.0220165293054653,0.49934637063697496,FALSE,TRUE,0.9915302867007579,negative,very_small,FALSE
