subject_left_out,target,feature,n_subjects,mean_effect,median_effect,direction,full_n_subjects,full_mean_effect,full_median_effect,full_direction,direction_agrees_with_full,absolute_mean_change,relative_mean_change
sub-006,correct,delta_occipital,17,0.03884197513017873,0.0337134178161626,1.0,17,0.03884197513017873,0.0337134178161626,1.0,True,0.0,0.0
sub-006,correct,delta_parietal,17,0.042145890738078534,0.0816931621013528,1.0,17,0.042145890738078534,0.0816931621013528,1.0,True,0.0,0.0
sub-006,correct,delta_rel,17,-0.07439446030727782,-0.0181843987718074,-1.0,17,-0.07439446030727782,-0.0181843987718074,-1.0,True,0.0,0.0
sub-006,correct,delta_temporal,17,0.05208933196612908,0.0902600490670809,1.0,17,0.05208933196612908,0.0902600490670809,1.0,True,0.0,0.0
sub-006,correct,delta_theta_ratio,17,-0.055106454857458256,0.0119751868871558,-1.0,17,-0.055106454857458256,0.0119751868871558,-1.0,True,0.0,0.0
sub-006,correct,gamma_abs,17,-0.05686524273293527,-0.0685925280951577,-1.0,17,-0.05686524273293527,-0.0685925280951577,-1.0,True,0.0,0.0
sub-006,correct,gamma_central,17,-0.18547637333133052,-0.0566883528600988,-1.0,17,-0.18547637333133052,-0.0566883528600988,-1.0,True,0.0,0.0
sub-006,correct,gamma_frontal,17,-0.018570855272571345,-0.0854695744567192,-1.0,17,-0.018570855272571345,-0.0854695744567192,-1.0,True,0.0,0.0
sub-006,correct,gamma_frontoparietal_ratio,17,0.0009702615712471755,-0.1482127749572843,1.0,17,0.0009702615712471755,-0.1482127749572843,1.0,True,0.0,0.0
sub-006,correct,gamma_occipital,17,-0.08945879593248873,-0.0548388597736076,-1.0,17,-0.08945879593248873,-0.0548388597736076,-1.0,True,0.0,0.0
sub-006,correct,gamma_parietal,17,-0.05958862522387283,-0.1006162409118598,-1.0,17,-0.05958862522387283,-0.1006162409118598,-1.0,True,0.0,0.0
sub-006,correct,gamma_rel,17,-0.10166472404316662,-0.0680082285851119,-1.0,17,-0.10166472404316662,-0.0680082285851119,-1.0,True,0.0,0.0
sub-006,correct,gamma_temporal,17,-0.03680055328585214,-0.1385081681207297,-1.0,17,-0.03680055328585214,-0.1385081681207297,-1.0,True,0.0,0.0
sub-006,correct,theta_abs,17,0.09306439261390705,0.1011817885579857,1.0,17,0.09306439261390705,0.1011817885579857,1.0,True,0.0,0.0
sub-006,correct,theta_alpha_central_ratio,17,0.019230682046213178,0.024672152042746,1.0,17,0.019230682046213178,0.024672152042746,1.0,True,0.0,0.0
sub-006,correct,theta_alpha_frontal_ratio,17,0.05565969462472302,0.0808250903691507,1.0,17,0.05565969462472302,0.0808250903691507,1.0,True,0.0,0.0
sub-006,correct,theta_alpha_occipital_ratio,17,0.07878043065566702,0.0375691400620294,1.0,17,0.07878043065566702,0.0375691400620294,1.0,True,0.0,0.0
sub-006,correct,theta_alpha_parietal_ratio,17,0.057607059823141175,0.0484739848887195,1.0,17,0.057607059823141175,0.0484739848887195,1.0,True,0.0,0.0
sub-006,correct,theta_alpha_ratio,17,0.05985120385013264,0.0618279945127793,1.0,17,0.05985120385013264,0.0618279945127793,1.0,True,0.0,0.0
sub-006,correct,theta_alpha_temporal_ratio,17,0.058508311526769,-0.019445121900486,1.0,17,0.058508311526769,-0.019445121900486,1.0,True,0.0,0.0
sub-006,correct,theta_beta_ratio,17,0.05244258158047268,0.0847662864916092,1.0,17,0.05244258158047268,0.0847662864916092,1.0,True,0.0,0.0
sub-006,correct,theta_central,17,0.11307711641494934,0.1026073676032386,1.0,17,0.11307711641494934,0.1026073676032386,1.0,True,0.0,0.0
sub-006,correct,theta_frontoparietal_diff,17,0.006159832855024103,-0.0620817786206806,1.0,17,0.006159832855024103,-0.0620817786206806,1.0,True,0.0,0.0
sub-006,correct,theta_frontoparietal_ratio,17,-0.03877004880421776,-0.0184003772783559,-1.0,17,-0.03877004880421776,-0.0184003772783559,-1.0,True,0.0,0.0
sub-006,correct,theta_occipital,17,0.07227551076487133,0.0680261649250033,1.0,17,0.07227551076487133,0.0680261649250033,1.0,True,0.0,0.0
sub-006,correct,theta_parietal,17,0.08155791977439754,0.1098504300048916,1.0,17,0.08155791977439754,0.1098504300048916,1.0,True,0.0,0.0
sub-006,correct,theta_rel,17,0.08679106636054519,0.0267486725345396,1.0,17,0.08679106636054519,0.0267486725345396,1.0,True,0.0,0.0
sub-006,correct,theta_temporal,17,0.10826577717700087,0.0660816722314345,1.0,17,0.10826577717700087,0.0660816722314345,1.0,True,0.0,0.0
sub-007,remember,alpha_abs,21,-0.0044932224028889954,0.0266871919147056,-1.0,22,-0.004225080718999699,0.02401404754028395,-1.0,True,0.0002681416838892963,0.06346427482047719
sub-007,remember,alpha_beta_central_ratio,21,-0.0013785887773933984,0.0001199766672669,-1.0,22,-0.006481369496393726,-0.0012023537617123499,-1.0,True,0.0051027807190003275,0.7872997708029986
sub-007,remember,alpha_beta_frontal_ratio,21,0.009585697162953691,0.0013925920281986,1.0,22,0.006868067233128458,-0.00017555386438575,1.0,True,0.0027176299298252334,0.39569064157039885
sub-007,remember,alpha_beta_occipital_ratio,21,-0.007128563594654211,0.0122057214637856,-1.0,22,-0.010147514905164053,0.0075259452461013,-1.0,True,0.0030189513105098415,0.2975064672212014
sub-007,remember,alpha_beta_parietal_ratio,21,-0.007761051021043387,-0.0041983625131893,-1.0,22,-0.00889987824774338,-0.007146879630928599,-1.0,True,0.0011388272266999924,0.12795986585420416
sub-007,remember,alpha_beta_ratio,21,0.001068888060496535,0.0047890880054006,1.0,22,-0.004946131824715725,1.643148696604986e-05,-1.0,False,0.006015019885212259,1.2161058577442925
sub-007,remember,alpha_beta_temporal_ratio,21,0.05698393787829971,0.0413157779111308,1.0,22,0.05233680591085687,0.0315087420271479,1.0,True,0.00464713196744284,0.08879280816941922
sub-007,remember,alpha_central,21,-0.013134099301877094,-0.0031216906004904,-1.0,22,-0.01501586222283353,-0.01501119428169965,-1.0,True,0.0018817629209564365,0.12531833956860475
sub-007,remember,alpha_frontal,21,-0.004208661103035795,0.0412922987827182,-1.0,22,-0.0030707927750683456,0.031058370447483198,-1.0,True,0.0011378683279674494,0.3705454621379081
sub-007,remember,alpha_frontoparietal_diff,21,0.004070824924519726,0.0002157420354919,1.0,22,0.00974893749781017,0.0002832907681079,1.0,True,0.0056781125732904445,0.5824339908390915
sub-007,remember,alpha_frontoparietal_ratio,21,0.0047834733868626095,-0.0129876534312753,1.0,22,0.01227663886432328,-0.010858941748103399,1.0,True,0.007493165477460671,0.6103596888588376
sub-007,remember,alpha_occipital,21,-0.012151025637557766,0.0139094496498538,-1.0,22,-0.013808574837919587,0.006018385239761,-1.0,True,0.0016575492003618204,0.12003767367867982
sub-007,remember,alpha_rel,21,0.003426067409453997,0.0053042106048458,1.0,22,-0.003156714484513651,0.00273943482436755,-1.0,False,0.0065827818939676475,2.08532698356527
sub-007,remember,alpha_temporal,21,0.0149976687965725,0.0188570018099933,1.0,22,0.01629686962287168,0.025018799178911,1.0,True,0.0012992008262991805,0.0797208823758294
sub-007,remember,beta_abs,21,0.0021627748758067575,0.0015822985112636,1.0,22,0.011882839884920149,0.0064287775629291,1.0,True,0.00972006500911339,0.8179917514035163
sub-007,remember,beta_central,21,-0.011714630839499227,0.013280913261545,-1.0,22,-0.009108361260200665,0.017305056347534098,-1.0,True,0.002606269579298562,0.2861403390626102
sub-007,remember,beta_frontal,21,0.0033979008458288416,0.026233714488158,1.0,22,0.006292755656684213,0.02676135788213745,1.0,True,0.0028948548108553712,0.4600297498887367
sub-007,remember,beta_frontoparietal_diff,21,0.0067182670669622664,0.0088350688532738,1.0,22,0.015061675649799796,0.0103621489766398,1.0,True,0.008343408582837528,0.5539495589223123
sub-007,remember,beta_frontoparietal_ratio,21,0.0026475439815147593,0.0197555952987486,1.0,22,0.009995618660365795,0.0250422045529727,1.0,True,0.007348074678851036,0.7351295531098352
sub-007,remember,beta_occipital,21,-0.009730783873162351,0.0158756891648535,-1.0,22,-0.011332306790655403,0.01008362228756505,-1.0,True,0.0016015229174930513,0.1413236463747755
sub-007,remember,beta_parietal,21,-0.00012732027672136527,0.0087825780602552,-1.0,22,-0.005930338816362909,0.005094234456075399,-1.0,True,0.005803018539641543,0.9785306909665826
sub-007,remember,beta_rel,21,0.011516119798160442,0.0180197776350641,1.0,22,0.01053903365996976,0.0168174660327096,1.0,True,0.0009770861381906814,0.09271116970637751
sub-007,remember,beta_temporal,21,-0.06783188835995943,0.0120496579886667,-1.0,22,-0.06158071509031959,0.012371174100029601,-1.0,True,0.006251173269639837,0.101511865532437
sub-007,remember,delta_abs,21,-0.0001703966934833107,-0.0065310986896701,-1.0,22,0.007228722856415695,-0.0031531389258265497,1.0,False,0.007399119549899006,1.023572171304379
sub-007,remember,delta_central,21,-0.007258035222090349,-0.0094764678096541,-1.0,22,-0.002242849784410514,-0.0058486340347987,-1.0,True,0.005015185437679835,2.2360772765698047
sub-007,remember,delta_frontoparietal_diff,21,-0.01197708691589864,-0.0056186456872859,-1.0,22,-0.008891798665416483,-0.0035818687385868,-1.0,True,0.003085288250482156,0.3469813438851232
sub-007,remember,delta_frontoparietal_ratio,21,-0.01137786333342015,-0.0038635962026276,-1.0,22,-0.008555437293700145,0.00552592003253765,-1.0,True,0.0028224260397200045,0.32989851282041627
sub-007,remember,delta_occipital,21,0.0021610292996531995,0.0070640186658745,1.0,22,0.009659547749774438,0.0202226940751393,1.0,True,0.007498518450121238,0.7762804889386604
sub-007,remember,delta_parietal,21,0.0007896662188098126,-0.0136349380070306,1.0,22,0.007668092957052327,-0.0127862519011169,1.0,True,0.006878426738242514,0.8970192167423376
sub-007,remember,delta_rel,21,0.0006283882528635286,0.0012608412923472,1.0,22,0.012862226458615516,0.0100134032748007,1.0,True,0.012233838205751987,0.9511446750774151
sub-007,remember,delta_temporal,21,-0.005166969963294217,0.0105892100397988,-1.0,22,-0.004455897646301734,0.010532915525169599,-1.0,True,0.0007110723169924836,0.15958003828536166
sub-007,remember,delta_theta_ratio,21,-0.0074469190337118,-0.0103725893448459,-1.0,22,-0.00018999032316373288,-0.0103091462388365,-1.0,True,0.007256928710548067,38.19630699977322
sub-007,remember,gamma_abs,21,0.014449556128101445,0.0098017117493061,1.0,22,0.025495370910866674,0.027636058275061652,1.0,True,0.011045814782765229,0.43324785591008075
sub-007,remember,gamma_central,21,0.012826729700941068,0.0346513308777112,1.0,22,0.014558284246406573,0.0427861302894467,1.0,True,0.0017315545454655058,0.11893946540389236
sub-007,remember,gamma_frontal,21,0.01640184664586696,0.0058597867844745,1.0,22,0.020143744628534934,0.0143858938803237,1.0,True,0.0037418979826679757,0.18575980045772283
sub-007,remember,gamma_frontoparietal_ratio,21,0.019742762836331463,-0.0471491685534784,1.0,22,0.026023240242854986,-0.03536198003882305,1.0,True,0.006280477406523523,0.24134109926022407
sub-007,remember,gamma_occipital,21,0.02666752210072234,0.0160456150036585,1.0,22,0.023031090473266857,0.0133513575859867,1.0,True,0.0036364316274554824,0.1578922904964678
sub-007,remember,gamma_parietal,21,0.01912288667363311,0.0252819675475891,1.0,22,0.018942058685776395,0.02026889488011765,1.0,True,0.00018082798785671456,0.00954637459720777
sub-007,remember,gamma_rel,21,0.020563728331372506,0.0107890980495597,1.0,22,0.02631386588803555,0.0210692636781099,1.0,True,0.0057501375566630444,0.21852120023449426
sub-007,remember,gamma_temporal,21,-0.06259565999890189,0.0128595278210104,-1.0,22,-0.05651817964866923,0.02027048990149495,-1.0,True,0.0060774803502326585,0.10753142418973428
sub-007,remember,theta_abs,21,-0.005096535817015165,0.0253465952983008,-1.0,22,-0.0029891438300134214,0.0321264622211444,-1.0,True,0.0021073919870017435,0.7050152508025287
sub-007,remember,theta_alpha_central_ratio,21,0.025093520207651564,0.0014948430819132,1.0,22,0.024055814630122893,0.0018794202919669499,1.0,True,0.0010377055775286706,0.04313741161894584
sub-007,remember,theta_alpha_frontal_ratio,21,0.006875915230844371,0.0081747944364008,1.0,22,0.010202402386540039,0.0102901272273364,1.0,True,0.0033264871556956677,0.32604939794222193
sub-007,remember,theta_alpha_occipital_ratio,21,0.01477849745439552,-0.0030303759920971,1.0,22,0.019958592202797092,-0.00039517783826780004,1.0,True,0.005180094748401573,0.2595420907330132
sub-007,remember,theta_alpha_parietal_ratio,21,0.01340290324119602,-0.0210900445732367,1.0,22,0.01811562122035374,-0.01519353624041025,1.0,True,0.00471271797915772,0.2601466392917712
sub-007,remember,theta_alpha_ratio,21,0.011378400814856101,0.0005146220445551,1.0,22,0.013720792059534921,0.0072135815711985,1.0,True,0.00234239124467882,0.17071836921040093
sub-007,remember,theta_alpha_temporal_ratio,21,0.005070163986201738,-0.0003032758469318,1.0,22,0.0003842089452644267,-0.004374930220801349,1.0,True,0.004685955040937311,12.196371528289808
sub-007,remember,theta_beta_ratio,21,0.0077764827743941715,0.0116195141910852,1.0,22,0.004779497052755068,0.00875205737736785,1.0,True,0.0029969857216391033,0.6270504382697624
sub-007,remember,theta_central,21,-0.002592537296006411,0.0120951127264857,-1.0,22,-0.004115907282348823,0.011607086792101099,-1.0,True,0.0015233699863424124,0.3701176634554973
sub-007,remember,theta_frontoparietal_diff,21,-0.0008031071333616425,0.0005638273318519,-1.0,22,0.007216404476452345,0.0012829558183184,1.0,False,0.008019511609813988,1.1112890963889621
sub-007,remember,theta_frontoparietal_ratio,21,0.0045596237244908844,0.0112776709907839,1.0,22,0.007059147266353017,0.01235521432324275,1.0,True,0.0024995235418621324,0.3540829292195043
